poc_bin,poc_volume,top_bins,hvn_band,volume_center_share_pct,case_id,window,rows,supply_claims,demand_claims,supply_fails,demand_fails,claim_side_switches,balance_window,balance_high,balance_low,balance_close_min,balance_close_max,balance_volume,balance_delta,first_two_closes_below_7720_after_balance,next_close_back_above_7720_after_two_below,first_three_closes_below_7720_after_balance,first_two_closes_below_7716_50_after_balance
7723.5,7449.0,7723.5:7449/372s;7724.5:6997/336s;7724:6125/338s;7723:6069/330s;7726:4440/175s;7725.5:4356/190s;7725:4248/214s;7722.5:3622/184s,7723-7726.5,81.3,es_20260828_1345_short_7726_control,13:45:00-14:30:00,160,48,23,5,5,17,13:45:00-14:30:00,7727.25,7717.75,7719.5,7725.5,65837.0,1517.0,14:25:00,14:30:00,14:55:00,14:55:00
