recorded_utc,recorded_et,api_as_of_utc,ticker,category,spot,zero_gamma,call_wall,put_wall,oi_call_wall,oi_put_wall
2026-08-27T15:13:14.923241Z,11:13:14,2026-08-27T15:13:14Z,NQ_NDX,gex_zero,29612.08,29510.63->29511.37,,,,
2026-08-27T15:13:15.230163Z,11:13:15,2026-08-27T15:13:14Z,NQ_NDX,gex_full,29612.08,29553.54->29518.03,,,,
2026-08-27T15:14:15.820428Z,11:14:15,2026-08-27T15:14:15Z,ES_SPX,gex_zero,7737.75,7718.29->7718.54,,7703.88->7713.54,,
2026-08-27T15:14:16.183310Z,11:14:16,2026-08-27T15:14:15Z,ES_SPX,gex_full,7737.75,7718.29->7718.54,,7703.88->7703.8,,
2026-08-27T15:14:17.123405Z,11:14:17,2026-08-27T15:14:16Z,NQ_NDX,gex_full,29617.65,29518.03->29549.79,,,,
2026-08-27T15:15:17.709253Z,11:15:17,2026-08-27T15:15:16Z,ES_SPX,gex_zero,7740.12,7718.54->7718.59,7743.8->7743.84,7713.54->7713.76,7753.8->7753.84,7728.8->7728.84
2026-08-27T15:15:18.110724Z,11:15:18,2026-08-27T15:15:18Z,ES_SPX,gex_full,7740.03,7718.54->7718.34,7743.8->7743.84,7703.8->7703.84,7813.8->7813.84,7513.8->7513.84
2026-08-27T15:15:18.443570Z,11:15:18,2026-08-27T15:15:18Z,ES_SPX,gex_one,7740.03,7709.31->7709.1,7763.8->7763.84,7663.8->7663.84,7813.8->7813.84,7713.8->7663.84
2026-08-27T15:15:18.696876Z,11:15:18,2026-08-27T15:15:17Z,NQ_NDX,gex_zero,29624.38,29511.37->29518.66,29663.03->29664.56,29463.03->29464.56,29573.03->29574.56,29338.03->29339.56
2026-08-27T15:15:19.040447Z,11:15:19,2026-08-27T15:15:17Z,NQ_NDX,gex_full,29624.38,29549.79->29590.06,29613.03->29614.56,29463.03->29464.56,29563.03->29564.56,29163.03->29164.56
2026-08-27T15:15:19.370479Z,11:15:19,2026-08-27T15:15:17Z,NQ_NDX,gex_one,29624.38,29123.03->29124.56,30063.03->30064.56,29063.03->29064.56,29563.03->29564.56,29238.03->29239.56
2026-08-27T15:16:19.618508Z,11:16:19,2026-08-27T15:16:18Z,ES_SPX,gex_zero,7741.8,7718.59->7718.76,,,,
2026-08-27T15:16:19.946245Z,11:16:19,2026-08-27T15:16:18Z,ES_SPX,gex_full,7741.8,7718.34->7718.59,,7703.84->7713.76,,
2026-08-27T15:16:20.826687Z,11:16:20,2026-08-27T15:16:20Z,NQ_NDX,gex_full,29629.88,29590.06->29551.31,,,,
2026-08-27T15:17:21.369659Z,11:17:21,2026-08-27T15:17:20Z,ES_SPX,gex_zero,7742.39,7718.76->7718.59,,,,
2026-08-27T15:17:22.065833Z,11:17:22,2026-08-27T15:17:21Z,ES_SPX,gex_one,7742.36,,,,,7663.84->7713.84
2026-08-27T15:17:22.339823Z,11:17:22,2026-08-27T15:17:21Z,NQ_NDX,gex_zero,29626.05,29518.66->29514.56,,,,
2026-08-27T15:17:22.643469Z,11:17:22,2026-08-27T15:17:21Z,NQ_NDX,gex_full,29626.05,29551.31->29516.96,,,,
2026-08-27T15:18:23.267951Z,11:18:23,2026-08-27T15:18:23Z,ES_SPX,gex_zero,7741.45,7718.59->7718.93,,,,
2026-08-27T15:18:23.635272Z,11:18:23,2026-08-27T15:18:23Z,ES_SPX,gex_full,7741.45,7718.59->7718.84,,,,
2026-08-27T15:19:25.183284Z,11:19:25,2026-08-27T15:19:25Z,ES_SPX,gex_zero,7741.67,7718.93->7718.84,,,,
2026-08-27T15:19:25.550439Z,11:19:25,2026-08-27T15:19:25Z,ES_SPX,gex_full,7741.67,7718.84->7718.76,,,,
2026-08-27T15:19:25.960053Z,11:19:25,2026-08-27T15:19:25Z,ES_SPX,gex_one,7741.67,,,,,7713.84->7663.84
2026-08-27T15:19:26.205518Z,11:19:26,2026-08-27T15:19:25Z,NQ_NDX,gex_zero,29628.42,29514.56->29528.68,,,,
2026-08-27T15:19:26.518120Z,11:19:26,2026-08-27T15:19:25Z,NQ_NDX,gex_full,29628.42,29516.96->29514.05,,,,
2026-08-27T15:20:27.109564Z,11:20:27,2026-08-27T15:20:26Z,ES_SPX,gex_zero,7741.69,7718.84->7719.1,,,,
2026-08-27T15:20:27.409138Z,11:20:27,2026-08-27T15:20:26Z,ES_SPX,gex_full,7741.69,7718.76->7718.93,,,,
2026-08-27T15:20:27.733371Z,11:20:27,2026-08-27T15:20:28Z,ES_SPX,gex_one,7741.69,7709.1->7709.35,,,,7663.84->7713.84
2026-08-27T15:20:28.031530Z,11:20:28,2026-08-27T15:20:27Z,NQ_NDX,gex_zero,29624.24,29528.68->29514.56,,,,
2026-08-27T15:20:28.365558Z,11:20:28,2026-08-27T15:20:27Z,NQ_NDX,gex_full,29624.24,29514.05->29516.96,,,,
2026-08-27T15:21:28.944247Z,11:21:28,2026-08-27T15:21:28Z,ES_SPX,gex_zero,7742.22,7719.1->7718.84,,,,
2026-08-27T15:21:29.324259Z,11:21:29,2026-08-27T15:21:28Z,ES_SPX,gex_full,7742.22,7718.93->7718.76,,,,
2026-08-27T15:21:29.648482Z,11:21:29,2026-08-27T15:21:29Z,ES_SPX,gex_one,7742.21,,,,,7713.84->7663.84
2026-08-27T15:21:29.914497Z,11:21:29,2026-08-27T15:21:29Z,NQ_NDX,gex_zero,29622.88,29514.56->29528.68,,,,
2026-08-27T15:21:30.226949Z,11:21:30,2026-08-27T15:21:29Z,NQ_NDX,gex_full,29622.88,29516.96->29515.58,,,,
2026-08-27T15:22:30.895673Z,11:22:30,2026-08-27T15:22:30Z,ES_SPX,gex_zero,7740.29,,,7713.76->7713.84,,
2026-08-27T15:22:32.053713Z,11:22:32,2026-08-27T15:22:31Z,NQ_NDX,gex_full,29615.34,29515.58->29556.21,,,,
2026-08-27T15:23:32.659972Z,11:23:32,2026-08-27T15:23:31Z,ES_SPX,gex_zero,7739.61,7718.84->7719.35,,7713.84->7713.76,,
2026-08-27T15:23:33.054749Z,11:23:33,2026-08-27T15:23:32Z,ES_SPX,gex_full,7739.22,7718.76->7719.1,,,,
2026-08-27T15:23:33.422441Z,11:23:33,2026-08-27T15:23:32Z,ES_SPX,gex_one,7739.22,7709.35->7709.67,,,,7663.84->7713.84
2026-08-27T15:23:34.067213Z,11:23:34,2026-08-27T15:23:32Z,NQ_NDX,gex_full,29608.28,29556.21->29548.62,,,,
2026-08-27T15:24:34.642914Z,11:24:34,2026-08-27T15:24:34Z,ES_SPX,gex_zero,7740.16,7719.35->7719.1,,,,
2026-08-27T15:24:34.906895Z,11:24:34,2026-08-27T15:24:34Z,ES_SPX,gex_full,7740.16,7719.1->7718.93,,,,
2026-08-27T15:24:35.315800Z,11:24:35,2026-08-27T15:24:34Z,ES_SPX,gex_one,7740.16,7709.67->7709.35,,,,7713.84->7663.84
2026-08-27T15:24:35.556991Z,11:24:35,2026-08-27T15:24:34Z,NQ_NDX,gex_zero,29604.43,29528.68->29589.48,,,,
2026-08-27T15:24:35.967591Z,11:24:35,2026-08-27T15:24:34Z,NQ_NDX,gex_full,29604.43,29548.62->29556.21,,,,
2026-08-27T15:25:36.537480Z,11:25:36,2026-08-27T15:25:35Z,ES_SPX,gex_zero,7736.92,7719.1->7719.35,,,,
2026-08-27T15:25:36.843294Z,11:25:36,2026-08-27T15:25:36Z,ES_SPX,gex_full,7737.39,7718.93->7719.67,,,,
2026-08-27T15:25:37.130946Z,11:25:37,2026-08-27T15:25:36Z,ES_SPX,gex_one,7737.39,,,,7813.84->7743.84,
2026-08-27T15:25:37.367678Z,11:25:37,2026-08-27T15:25:36Z,NQ_NDX,gex_zero,29588.93,29589.48->29529.59,29664.56->29614.56,,,29339.56->29344.46
2026-08-27T15:25:37.744289Z,11:25:37,2026-08-27T15:25:36Z,NQ_NDX,gex_full,29588.93,29556.21->29549.53,,,,
2026-08-27T15:26:38.311560Z,11:26:38,2026-08-27T15:26:37Z,ES_SPX,gex_zero,7737.98,,,7713.76->7713.84,,
2026-08-27T15:26:38.636476Z,11:26:38,2026-08-27T15:26:38Z,ES_SPX,gex_full,7737.88,7719.67->7719.1,,,,
2026-08-27T15:26:38.972717Z,11:26:38,2026-08-27T15:26:38Z,ES_SPX,gex_one,7737.88,7709.35->7709.67,,,,7663.84->7713.84
2026-08-27T15:26:39.610690Z,11:26:39,2026-08-27T15:26:38Z,NQ_NDX,gex_full,29590.61,29549.53->29547.74,,,,
2026-08-27T15:26:39.931081Z,11:26:39,2026-08-27T15:26:38Z,NQ_NDX,gex_one,29590.61,,30064.56->29914.56,,,
2026-08-27T15:27:40.234720Z,11:27:40,2026-08-27T15:27:39Z,ES_SPX,gex_zero,7738.08,,,7713.84->7713.76,,
2026-08-27T15:27:40.904321Z,11:27:40,2026-08-27T15:27:41Z,ES_SPX,gex_one,7738.02,,,,7743.84->7813.84,
2026-08-27T15:27:41.464713Z,11:27:41,2026-08-27T15:27:40Z,NQ_NDX,gex_full,29592.6,29547.74->29546.92,,,,
2026-08-27T15:28:42.047277Z,11:28:42,2026-08-27T15:28:42Z,ES_SPX,gex_zero,7737.05,7719.35->7719.67,,7713.76->7713.84,,
2026-08-27T15:28:42.415610Z,11:28:42,2026-08-27T15:28:42Z,ES_SPX,gex_full,7737.05,7719.1->7719.67,,7713.76->7713.84,,
2026-08-27T15:28:42.805093Z,11:28:42,2026-08-27T15:28:42Z,ES_SPX,gex_one,7737.05,,,,7813.84->7743.84,
2026-08-27T15:28:43.368615Z,11:28:43,2026-08-27T15:28:43Z,NQ_NDX,gex_full,29587.51,29546.92->29545.05,,,,
2026-08-27T15:28:43.665598Z,11:28:43,2026-08-27T15:28:43Z,NQ_NDX,gex_one,29587.51,,29914.56->30064.56,,,
2026-08-27T15:29:43.913191Z,11:29:43,2026-08-27T15:29:44Z,ES_SPX,gex_zero,7734.49,7719.67->7719.35,,,,
2026-08-27T15:29:44.289112Z,11:29:44,2026-08-27T15:29:44Z,ES_SPX,gex_full,7734.49,7719.67->7719.35,,,,
2026-08-27T15:29:44.617015Z,11:29:44,2026-08-27T15:29:44Z,ES_SPX,gex_one,7734.49,,,,,7713.84->7663.84
2026-08-27T15:29:44.874556Z,11:29:44,2026-08-27T15:29:44Z,NQ_NDX,gex_zero,29578.89,29529.59->29546.92,,,,
2026-08-27T15:29:45.203949Z,11:29:45,2026-08-27T15:29:44Z,NQ_NDX,gex_full,29578.89,29545.05->29544.28,,,,
2026-08-27T15:30:45.795516Z,11:30:45,2026-08-27T15:30:44Z,ES_SPX,gex_zero,7733.11,7719.35->7719.38,7743.84->7743.87,7713.84->7713.87,7753.84->7753.87,7728.84->7728.87
2026-08-27T15:30:46.086707Z,11:30:46,2026-08-27T15:30:46Z,ES_SPX,gex_full,7733.16,7719.35->7719.38,7743.84->7743.87,7713.84->7713.87,7813.84->7913.87,7513.84->7513.87
2026-08-27T15:30:46.509672Z,11:30:46,2026-08-27T15:30:46Z,ES_SPX,gex_one,7733.16,7709.67->7709.7,7763.84->7763.87,7663.84->7663.87,7743.84->7743.87,7663.84->7663.87
2026-08-27T15:30:46.896532Z,11:30:46,2026-08-27T15:30:45Z,NQ_NDX,gex_zero,29569.89,29546.92->29529.23,29614.56->29614.2,29464.56->29464.2,29574.56->29574.2,29344.46->29344.1
2026-08-27T15:30:47.241083Z,11:30:47,2026-08-27T15:30:47Z,NQ_NDX,gex_full,29570.1,29544.28->29543.66,29614.56->29614.2,29464.56->29464.2,29564.56->29564.2,29164.56->29164.2
2026-08-27T15:30:47.620224Z,11:30:47,2026-08-27T15:30:47Z,NQ_NDX,gex_one,29570.1,29124.56->29124.2,30064.56->29914.2,29064.56->29064.2,29564.56->29564.2,29239.56->29239.2
2026-08-27T15:31:47.953410Z,11:31:47,2026-08-27T15:31:46Z,ES_SPX,gex_zero,7734.36,7719.38->7719.7,,,,
2026-08-27T15:31:48.390223Z,11:31:48,2026-08-27T15:31:46Z,ES_SPX,gex_full,7734.36,7719.38->7719.7,,,,
2026-08-27T15:31:48.653935Z,11:31:48,2026-08-27T15:31:48Z,ES_SPX,gex_one,7733.76,7709.7->7710.07,,,,7663.87->7713.87
2026-08-27T15:31:49.021552Z,11:31:49,2026-08-27T15:31:48Z,NQ_NDX,gex_zero,29572.98,29529.23->29543.66,,,,
2026-08-27T15:32:49.912460Z,11:32:49,2026-08-27T15:32:49Z,ES_SPX,gex_zero,7734.97,7719.7->7720.48,,,,
2026-08-27T15:32:50.457350Z,11:32:50,2026-08-27T15:32:49Z,ES_SPX,gex_full,7734.97,7719.7->7720.07,,,7913.87->7813.87,
2026-08-27T15:32:50.813627Z,11:32:50,2026-08-27T15:32:50Z,ES_SPX,gex_one,7735.2,7710.07->7709.7,,7663.87->7688.87,,7713.87->7663.87
2026-08-27T15:32:51.136178Z,11:32:51,2026-08-27T15:32:50Z,NQ_NDX,gex_zero,29582.39,29543.66->29551.78,,,,
2026-08-27T15:32:51.418635Z,11:32:51,2026-08-27T15:32:50Z,NQ_NDX,gex_full,29582.39,29543.66->29529.23,,,,
2026-08-27T15:33:51.972083Z,11:33:51,2026-08-27T15:33:50Z,ES_SPX,gex_zero,7736.31,7720.48->7720.07,,,,
2026-08-27T15:33:52.264572Z,11:33:52,2026-08-27T15:33:52Z,ES_SPX,gex_full,7736.27,7720.07->7719.7,,,,
2026-08-27T15:33:52.587065Z,11:33:52,2026-08-27T15:33:52Z,ES_SPX,gex_one,7736.27,7709.7->7710.07,,,,7663.87->7713.87
2026-08-27T15:33:52.874522Z,11:33:52,2026-08-27T15:33:51Z,NQ_NDX,gex_zero,29588.27,29551.78->29555.86,,,,
2026-08-27T15:33:53.193971Z,11:33:53,2026-08-27T15:33:51Z,NQ_NDX,gex_full,29588.27,29529.23->29547.39,,,,
2026-08-27T15:33:53.435015Z,11:33:53,2026-08-27T15:33:53Z,NQ_NDX,gex_one,29588.82,,29914.2->30064.2,,,
2026-08-27T15:34:53.847465Z,11:34:53,2026-08-27T15:34:52Z,ES_SPX,gex_zero,7733.95,7720.07->7719.7,,,,
2026-08-27T15:34:54.157125Z,11:34:54,2026-08-27T15:34:52Z,ES_SPX,gex_full,7733.95,,,,7813.87->7913.87,
2026-08-27T15:34:54.528308Z,11:34:54,2026-08-27T15:34:54Z,ES_SPX,gex_one,7734.03,7710.07->7709.7,,,,7713.87->7663.87
2026-08-27T15:34:54.884121Z,11:34:54,2026-08-27T15:34:54Z,NQ_NDX,gex_zero,29576.74,29555.86->29550.96,,,,
2026-08-27T15:34:55.136900Z,11:34:55,2026-08-27T15:34:54Z,NQ_NDX,gex_full,29576.74,29547.39->29556.6,,,,
2026-08-27T15:35:56.042472Z,11:35:56,2026-08-27T15:35:56Z,ES_SPX,gex_full,7733.15,7719.7->7720.07,,,,
2026-08-27T15:35:56.351850Z,11:35:56,2026-08-27T15:35:56Z,ES_SPX,gex_one,7733.15,7709.7->7710.07,,,,
2026-08-27T15:35:56.585874Z,11:35:56,2026-08-27T15:35:56Z,NQ_NDX,gex_zero,29572.78,29550.96->29531.84,,,,
2026-08-27T15:35:57.059855Z,11:35:57,2026-08-27T15:35:56Z,NQ_NDX,gex_full,29572.78,29556.6->29531.01,,,,
2026-08-27T15:35:57.404781Z,11:35:57,2026-08-27T15:35:56Z,NQ_NDX,gex_one,29572.78,,30064.2->29914.2,,,
2026-08-27T15:36:57.730874Z,11:36:57,2026-08-27T15:36:57Z,ES_SPX,gex_zero,7732.25,7719.7->7720.07,,,,
2026-08-27T15:36:58.095808Z,11:36:58,2026-08-27T15:36:57Z,ES_SPX,gex_full,7732.25,7720.07->7719.7,,,,
2026-08-27T15:36:58.616095Z,11:36:58,2026-08-27T15:36:58Z,NQ_NDX,gex_zero,29565.33,29531.84->29562.54,,,,29344.1->29339.28
2026-08-27T15:37:59.496862Z,11:37:59,2026-08-27T15:37:58Z,ES_SPX,gex_zero,7731.76,7720.07->7720.48,,,,
2026-08-27T15:37:59.814824Z,11:37:59,2026-08-27T15:38:00Z,ES_SPX,gex_full,7731.7,7719.7->7720.48,,,,
2026-08-27T15:38:01.069128Z,11:38:01,2026-08-27T15:38:00Z,ES_SPX,gex_one,7731.7,7710.07->7709.7,,,,
2026-08-27T15:38:01.530812Z,11:38:01,2026-08-27T15:38:01Z,NQ_NDX,gex_zero,29558.56,29562.54->29552.53,,,,29339.28->29343.92
2026-08-27T15:38:02.361739Z,11:38:02,2026-08-27T15:38:01Z,NQ_NDX,gex_full,29558.56,29531.01->29531.84,,,,
2026-08-27T15:39:03.667023Z,11:39:03,2026-08-27T15:39:03Z,ES_SPX,gex_one,7731.62,7709.7->7710.07,,,,7663.87->7713.87
2026-08-27T15:39:04.096885Z,11:39:04,2026-08-27T15:39:03Z,NQ_NDX,gex_zero,29557.26,29552.53->29547.39,,,,
2026-08-27T15:39:04.632494Z,11:39:04,2026-08-27T15:39:03Z,NQ_NDX,gex_full,29557.26,29531.84->29545.82,,,,
2026-08-27T15:40:05.278691Z,11:40:05,2026-08-27T15:40:04Z,ES_SPX,gex_zero,7731.08,7720.48->7720.07,,,,
2026-08-27T15:40:05.583343Z,11:40:05,2026-08-27T15:40:04Z,ES_SPX,gex_full,7731.08,7720.48->7719.7,,,,
2026-08-27T15:40:05.931037Z,11:40:05,2026-08-27T15:40:06Z,ES_SPX,gex_one,7730.87,,,,,7713.87->7663.87
2026-08-27T15:40:06.176594Z,11:40:06,2026-08-27T15:40:05Z,NQ_NDX,gex_zero,29558.47,29547.39->29565.86,,,,
2026-08-27T15:40:06.531463Z,11:40:06,2026-08-27T15:40:05Z,NQ_NDX,gex_full,29558.47,29545.82->29531.84,,,,
2026-08-27T15:41:07.202912Z,11:41:07,2026-08-27T15:41:06Z,ES_SPX,gex_zero,7732.26,7720.07->7720.48,,,,
2026-08-27T15:41:07.480110Z,11:41:07,2026-08-27T15:41:06Z,ES_SPX,gex_full,7732.26,7719.7->7720.48,,,,
2026-08-27T15:41:08.005178Z,11:41:08,2026-08-27T15:41:08Z,NQ_NDX,gex_zero,29560.91,29565.86->29546.56,,,,29343.92->29340.02
2026-08-27T15:41:08.321330Z,11:41:08,2026-08-27T15:41:08Z,NQ_NDX,gex_full,29560.91,29531.84->29558.3,,,,
2026-08-27T15:42:09.287178Z,11:42:09,2026-08-27T15:42:08Z,ES_SPX,gex_full,7734.43,,,,7913.87->7813.87,
2026-08-27T15:42:09.638809Z,11:42:09,2026-08-27T15:42:09Z,ES_SPX,gex_one,7734.59,7710.07->7710.92,,,,7663.87->7713.87
2026-08-27T15:42:09.883800Z,11:42:09,2026-08-27T15:42:09Z,NQ_NDX,gex_zero,29572.07,29546.56->29532.58,,,,29340.02->29342.12
2026-08-27T15:42:10.195548Z,11:42:10,2026-08-27T15:42:09Z,NQ_NDX,gex_full,29572.07,29558.3->29557.42,,,,
2026-08-27T15:43:10.848186Z,11:43:10,2026-08-27T15:43:09Z,ES_SPX,gex_zero,7731.73,7720.48->7720.07,,,,
2026-08-27T15:43:11.162457Z,11:43:11,2026-08-27T15:43:11Z,ES_SPX,gex_full,7731.43,7720.48->7720.07,,,,
2026-08-27T15:43:11.486110Z,11:43:11,2026-08-27T15:43:11Z,ES_SPX,gex_one,7731.43,7710.92->7709.7,,,,7713.87->7663.87
2026-08-27T15:43:11.813946Z,11:43:11,2026-08-27T15:43:11Z,NQ_NDX,gex_zero,29552.23,,,,,29342.12->29340.02
2026-08-27T15:43:12.145342Z,11:43:12,2026-08-27T15:43:11Z,NQ_NDX,gex_full,29552.23,29557.42->29556.6,,,,
2026-08-27T15:44:12.780046Z,11:44:12,2026-08-27T15:44:12Z,ES_SPX,gex_zero,7728.52,7720.07->7721.82,,,,
2026-08-27T15:44:13.270725Z,11:44:13,2026-08-27T15:44:13Z,ES_SPX,gex_full,7728.7,7720.07->7721.37,,,,
2026-08-27T15:44:13.666903Z,11:44:13,2026-08-27T15:44:13Z,ES_SPX,gex_one,7728.7,7709.7->7710.07,,,,
2026-08-27T15:44:14.324520Z,11:44:14,2026-08-27T15:44:14Z,NQ_NDX,gex_full,29537.87,29556.6->29531.84,,,,29164.2->29664.2
2026-08-27T15:45:14.931557Z,11:45:14,2026-08-27T15:45:13Z,ES_SPX,gex_zero,7727.32,7721.82->7722.25,,,,
2026-08-27T15:45:15.292890Z,11:45:15,2026-08-27T15:45:15Z,ES_SPX,gex_full,7727.43,7721.37->7722.25,,,,
2026-08-27T15:45:15.668169Z,11:45:15,2026-08-27T15:45:15Z,ES_SPX,gex_one,7727.43,7710.07->7710.92,,,,7663.87->7713.87
2026-08-27T15:45:15.940264Z,11:45:15,2026-08-27T15:45:14Z,NQ_NDX,gex_zero,29529.64,29532.58->29531.94,29614.2->29613.56,29464.2->29463.56,29574.2->29573.56,29340.02->29338.56
2026-08-27T15:45:16.274858Z,11:45:16,2026-08-27T15:45:14Z,NQ_NDX,gex_full,29529.64,29531.84->29545.93,29614.2->29613.56,29464.2->29463.56,29564.2->29563.56,29664.2->29663.56
2026-08-27T15:45:16.541945Z,11:45:16,2026-08-27T15:45:16Z,NQ_NDX,gex_one,29530.03,29124.2->29123.56,29914.2->29913.56,29064.2->29063.56,29564.2->29563.56,29239.2->29238.56
2026-08-27T15:46:17.281567Z,11:46:17,2026-08-27T15:46:17Z,ES_SPX,gex_full,7726.63,,,,7813.87->7913.87,
2026-08-27T15:46:17.645189Z,11:46:17,2026-08-27T15:46:17Z,ES_SPX,gex_one,7726.63,7710.92->7711.37,,,,7713.87->7663.87
2026-08-27T15:46:17.919942Z,11:46:17,2026-08-27T15:46:17Z,NQ_NDX,gex_zero,29519.79,29531.94->29533.08,,,,29338.56->29338.65
2026-08-27T15:46:18.693468Z,11:46:18,2026-08-27T15:46:18Z,NQ_NDX,gex_one,29518.33,29123.56->29133.56,,,,
2026-08-27T15:47:18.977527Z,11:47:18,2026-08-27T15:47:18Z,ES_SPX,gex_zero,7728.05,7722.25->7723.04,,,,
2026-08-27T15:47:19.279849Z,11:47:19,2026-08-27T15:47:18Z,ES_SPX,gex_full,7728.05,7722.25->7722.67,,,,
2026-08-27T15:47:19.574808Z,11:47:19,2026-08-27T15:47:18Z,ES_SPX,gex_one,7728.05,7711.37->7712.25,,,,7663.87->7713.87
2026-08-27T15:47:19.828310Z,11:47:19,2026-08-27T15:47:19Z,NQ_NDX,gex_zero,29523.71,29533.08->29547.63,,,,
2026-08-27T15:47:20.176178Z,11:47:20,2026-08-27T15:47:19Z,NQ_NDX,gex_full,29523.71,29545.93->29529.5,,,,
2026-08-27T15:48:20.753432Z,11:48:20,2026-08-27T15:48:20Z,ES_SPX,gex_zero,7728.05,7723.04->7722.67,,,,
2026-08-27T15:48:21.410730Z,11:48:21,2026-08-27T15:48:20Z,ES_SPX,gex_one,7728.05,7712.25->7710.92,,,,7713.87->7663.87
2026-08-27T15:48:21.685341Z,11:48:21,2026-08-27T15:48:21Z,NQ_NDX,gex_zero,29523.98,29547.63->29564.08,,,,29338.65->29338.82
2026-08-27T15:49:23.012035Z,11:49:23,2026-08-27T15:49:22Z,ES_SPX,gex_full,7727.85,7722.67->7722.25,,,,
2026-08-27T15:49:23.334181Z,11:49:23,2026-08-27T15:49:22Z,ES_SPX,gex_one,7727.85,7710.92->7711.82,,,,7663.87->7713.87
2026-08-27T15:49:23.660773Z,11:49:23,2026-08-27T15:49:22Z,NQ_NDX,gex_zero,29520.81,29564.08->29529.5,,,,29338.82->29338.65
2026-08-27T15:49:23.942568Z,11:49:23,2026-08-27T15:49:23Z,NQ_NDX,gex_full,29521.63,29529.5->29545.93,,,,
2026-08-27T15:50:24.539740Z,11:50:24,2026-08-27T15:50:23Z,ES_SPX,gex_zero,7729.86,7722.67->7723.04,,,,
2026-08-27T15:50:24.828452Z,11:50:24,2026-08-27T15:50:24Z,ES_SPX,gex_full,7729.93,7722.25->7723.36,,,,
2026-08-27T15:50:25.534258Z,11:50:25,2026-08-27T15:50:24Z,NQ_NDX,gex_zero,29536.9,29529.5->29559.47,,,,
2026-08-27T15:51:26.587236Z,11:51:26,2026-08-27T15:51:25Z,ES_SPX,gex_zero,7732.57,7723.04->7723.61,,,,
2026-08-27T15:51:27.035036Z,11:51:27,2026-08-27T15:51:25Z,ES_SPX,gex_full,7732.57,,,,7913.87->7813.87,
2026-08-27T15:51:27.399627Z,11:51:27,2026-08-27T15:51:27Z,ES_SPX,gex_one,7732.54,7711.82->7711.37,,,,
2026-08-27T15:51:27.691599Z,11:51:27,2026-08-27T15:51:27Z,NQ_NDX,gex_zero,29551.84,29559.47->29543.47,,,,29338.65->29343.47
2026-08-27T15:51:28.078389Z,11:51:28,2026-08-27T15:51:27Z,NQ_NDX,gex_full,29551.84,29545.93->29543.47,,,,29663.56->29163.56
2026-08-27T15:52:28.751136Z,11:52:28,2026-08-27T15:52:28Z,ES_SPX,gex_zero,7734.3,7723.61->7722.67,,,,
2026-08-27T15:52:29.098388Z,11:52:29,2026-08-27T15:52:28Z,ES_SPX,gex_full,7734.3,7723.36->7722.67,,,,
2026-08-27T15:52:29.433569Z,11:52:29,2026-08-27T15:52:28Z,ES_SPX,gex_one,7734.3,7711.37->7711.82,,,,
2026-08-27T15:52:29.693647Z,11:52:29,2026-08-27T15:52:29Z,NQ_NDX,gex_zero,29565.16,29543.47->29545.19,,,,
2026-08-27T15:52:30.059444Z,11:52:30,2026-08-27T15:52:29Z,NQ_NDX,gex_full,29565.16,29543.47->29544.55,,,29563.56->29563.73,
2026-08-27T15:53:30.687235Z,11:53:30,2026-08-27T15:53:30Z,ES_SPX,gex_zero,7737.74,7722.67->7723.04,,,,
2026-08-27T15:53:31.399762Z,11:53:31,2026-08-27T15:53:30Z,ES_SPX,gex_one,7737.74,7711.82->7712.25,,,7743.87->7813.87,
2026-08-27T15:53:31.731088Z,11:53:31,2026-08-27T15:53:31Z,NQ_NDX,gex_zero,29587.83,29545.19->29563.05,,,,29343.47->29338.65
2026-08-27T15:53:31.997211Z,11:53:31,2026-08-27T15:53:31Z,NQ_NDX,gex_full,29587.83,29544.55->29589.07,,,29563.73->29563.56,
2026-08-27T15:53:32.327466Z,11:53:32,2026-08-27T15:53:31Z,NQ_NDX,gex_one,29587.83,,29913.56->29863.56,,,
2026-08-27T15:54:32.599734Z,11:54:32,2026-08-27T15:54:32Z,ES_SPX,gex_zero,7738.93,7723.04->7723.36,,,,
2026-08-27T15:54:33.009528Z,11:54:33,2026-08-27T15:54:32Z,ES_SPX,gex_full,7738.93,7722.67->7723.04,,,,
2026-08-27T15:54:33.291821Z,11:54:33,2026-08-27T15:54:32Z,ES_SPX,gex_one,7738.93,7712.25->7711.37,,,,
2026-08-27T15:54:33.627724Z,11:54:33,2026-08-27T15:54:33Z,NQ_NDX,gex_zero,29594.89,29563.05->29528.6,,,,29338.65->29343.28
2026-08-27T15:54:33.947424Z,11:54:33,2026-08-27T15:54:33Z,NQ_NDX,gex_full,29594.89,29589.07->29558.56,,,,
2026-08-27T15:54:34.305795Z,11:54:34,2026-08-27T15:54:33Z,NQ_NDX,gex_one,29594.89,,29863.56->30063.56,,,
2026-08-27T15:55:35.526875Z,11:55:35,2026-08-27T15:55:34Z,ES_SPX,gex_one,7738.88,7711.37->7710.07,,,,7713.87->7663.87
2026-08-27T15:55:35.807393Z,11:55:35,2026-08-27T15:55:34Z,NQ_NDX,gex_zero,29599.87,29528.6->29560.34,,,,29343.28->29343.47
2026-08-27T15:55:36.156077Z,11:55:36,2026-08-27T15:55:36Z,NQ_NDX,gex_full,29599.64,29558.56->29556.79,,,,
2026-08-27T15:56:36.793725Z,11:56:36,2026-08-27T15:56:35Z,ES_SPX,gex_zero,7737.67,7723.36->7723.04,,,,
