recorded_utc,recorded_et,api_as_of_utc,ticker,category,spot,zero_gamma,call_wall,put_wall,oi_call_wall,oi_put_wall
2026-08-27T18:37:07.962969Z,14:37:07,2026-08-27T18:37:07Z,NQ_NDX,gex_full,29556.09,29575.2->29573.5,,29511.08->29511.24,29561.24->29561.59,29661.08->29161.08
2026-08-27T18:38:08.562095Z,14:38:08,2026-08-27T18:38:08Z,ES_SPX,gex_zero,7729.05,7734.21->7735.06,,,,
2026-08-27T18:38:08.999655Z,14:38:08,2026-08-27T18:38:08Z,ES_SPX,gex_full,7729.05,7734.21->7735.06,,,,
2026-08-27T18:38:09.709187Z,14:38:09,2026-08-27T18:38:08Z,NQ_NDX,gex_zero,29560.58,,,29511.08->29511.24,,29361.08->29340.98
2026-08-27T18:38:09.983454Z,14:38:09,2026-08-27T18:38:10Z,NQ_NDX,gex_full,29559.27,29573.5->29587.67,29661.08->29611.08,,29561.59->29562.73,
2026-08-27T18:39:10.906070Z,14:39:10,2026-08-27T18:39:10Z,ES_SPX,gex_full,7729.94,,,,7913.01->7813.01,
2026-08-27T18:39:11.271296Z,14:39:11,2026-08-27T18:39:10Z,ES_SPX,gex_one,7729.94,7716.4->7720.06,,,,
2026-08-27T18:39:11.575556Z,14:39:11,2026-08-27T18:39:10Z,NQ_NDX,gex_zero,29567.84,29584.06->29571.59,,29511.24->29511.59,,
2026-08-27T18:39:11.803088Z,14:39:11,2026-08-27T18:39:11Z,NQ_NDX,gex_full,29568.26,29587.67->29571.08,,29511.24->29511.59,29562.73->29568.68,
2026-08-27T18:40:12.433480Z,14:40:12,2026-08-27T18:40:12Z,ES_SPX,gex_zero,7731.14,7735.06->7734.21,,,,
2026-08-27T18:40:12.752747Z,14:40:12,2026-08-27T18:40:12Z,ES_SPX,gex_full,7731.14,7735.06->7734.21,,,,
2026-08-27T18:40:13.453174Z,14:40:13,2026-08-27T18:40:13Z,NQ_NDX,gex_zero,29574.03,29571.59->29573.5,,29511.59->29511.24,,
2026-08-27T18:40:13.757358Z,14:40:13,2026-08-27T18:40:13Z,NQ_NDX,gex_full,29574.03,29571.08->29573.5,,29511.59->29511.24,29568.68->29565.18,
2026-08-27T18:41:14.507042Z,14:41:14,2026-08-27T18:41:14Z,ES_SPX,gex_zero,7732.14,7734.21->7733.09,,,,
2026-08-27T18:41:14.926667Z,14:41:14,2026-08-27T18:41:14Z,ES_SPX,gex_full,7732.14,7734.21->7733.01,,,,
2026-08-27T18:41:15.219367Z,14:41:15,2026-08-27T18:41:14Z,ES_SPX,gex_one,7732.14,,,7653.01->7688.01,,7713.01->7663.01
2026-08-27T18:41:15.687865Z,14:41:15,2026-08-27T18:41:15Z,NQ_NDX,gex_zero,29577.83,29573.5->29584.06,29661.08->29611.08,29511.24->29515.18,,
2026-08-27T18:41:16.018065Z,14:41:16,2026-08-27T18:41:15Z,NQ_NDX,gex_full,29577.83,29573.5->29572.1,,29511.24->29516.08,29565.18->29570.06,
2026-08-27T18:42:16.625100Z,14:42:16,2026-08-27T18:42:15Z,ES_SPX,gex_zero,7731.09,7733.09->7734.62,,,,
2026-08-27T18:42:16.968435Z,14:42:16,2026-08-27T18:42:15Z,ES_SPX,gex_full,7731.09,7733.01->7734.21,,,,
2026-08-27T18:42:17.357315Z,14:42:17,2026-08-27T18:42:17Z,ES_SPX,gex_one,7731.24,7720.06->7725.51,,7688.01->7653.01,,
2026-08-27T18:42:17.711036Z,14:42:17,2026-08-27T18:42:17Z,NQ_NDX,gex_zero,29573.17,29584.06->29587.26,29611.08->29661.08,29515.18->29511.24,,
2026-08-27T18:42:17.978190Z,14:42:17,2026-08-27T18:42:17Z,NQ_NDX,gex_full,29573.17,29572.1->29570.57,,29516.08->29511.24,29570.06->29570.57,
2026-08-27T18:43:18.590623Z,14:43:18,2026-08-27T18:43:18Z,ES_SPX,gex_zero,7731.15,7734.62->7733.84,,,,
2026-08-27T18:43:18.897651Z,14:43:18,2026-08-27T18:43:18Z,ES_SPX,gex_full,7731.15,7734.21->7733.84,,,,
2026-08-27T18:43:19.628439Z,14:43:19,2026-08-27T18:43:18Z,NQ_NDX,gex_zero,29575.26,29587.26->29571.24,29661.08->29611.08,,,
2026-08-27T18:43:19.910426Z,14:43:19,2026-08-27T18:43:19Z,NQ_NDX,gex_full,29575.34,29570.57->29570.92,,,29570.57->29570.06,
2026-08-27T18:44:20.817086Z,14:44:20,2026-08-27T18:44:20Z,ES_SPX,gex_full,7730.73,7733.84->7733.52,,,,
2026-08-27T18:44:21.202470Z,14:44:21,2026-08-27T18:44:20Z,ES_SPX,gex_one,7730.73,7725.51->7716.4,,,,
2026-08-27T18:44:22.876315Z,14:44:22,2026-08-27T18:44:23Z,NQ_NDX,gex_zero,29575.48,29571.24->29570.57,,,,
2026-08-27T18:44:23.287900Z,14:44:23,2026-08-27T18:44:23Z,NQ_NDX,gex_full,29575.48,29570.92->29584.06,,,29570.06->29570.57,
2026-08-27T18:45:24.220533Z,14:45:24,2026-08-27T18:45:24Z,ES_SPX,gex_zero,7730.49,7733.84->7734.73,7743.01->7743.11,7713.01->7723.11,7738.01->7738.11,7728.01->7728.11
2026-08-27T18:45:24.594137Z,14:45:24,2026-08-27T18:45:24Z,ES_SPX,gex_full,7730.49,7733.52->7734.73,7743.01->7743.11,7713.01->7723.11,7813.01->7913.11,7513.01->7513.11
2026-08-27T18:45:24.952174Z,14:45:24,2026-08-27T18:45:24Z,ES_SPX,gex_one,7730.49,7716.4->7720.16,7763.01->7763.11,7653.01->7653.11,7743.01->7743.11,7663.01->7663.11
2026-08-27T18:45:25.200340Z,14:45:25,2026-08-27T18:45:24Z,NQ_NDX,gex_zero,29572.57,29570.57->29571.02,29611.08->29611.02,29511.24->29511.19,29571.08->29571.02,29340.98->29340.93
2026-08-27T18:45:25.539837Z,14:45:25,2026-08-27T18:45:25Z,NQ_NDX,gex_full,29573.35,29584.06->29570.86,29611.08->29611.02,29511.24->29511.19,29570.57->29568.62,29161.08->29161.02
2026-08-27T18:45:25.799428Z,14:45:25,2026-08-27T18:45:25Z,NQ_NDX,gex_one,29573.35,29936.08->29936.02,30061.08->30061.02,29361.08->29361.02,29561.08->29561.02,29236.08->29236.02
2026-08-27T18:46:26.168992Z,14:46:26,2026-08-27T18:46:26Z,ES_SPX,gex_zero,7730.4,7734.73->7734.31,,7723.11->7713.11,,
2026-08-27T18:46:26.540507Z,14:46:26,2026-08-27T18:46:26Z,ES_SPX,gex_full,7730.4,7734.73->7734.31,,7723.11->7713.11,,
2026-08-27T18:46:26.863777Z,14:46:26,2026-08-27T18:46:26Z,ES_SPX,gex_one,7730.4,7720.16->7716.5,,,,
2026-08-27T18:46:27.107267Z,14:46:27,2026-08-27T18:46:26Z,NQ_NDX,gex_zero,29573.08,29571.02->29570.86,,29511.19->29511.02,,
2026-08-27T18:46:27.426912Z,14:46:27,2026-08-27T18:46:26Z,NQ_NDX,gex_full,29573.08,29570.86->29570.51,,29511.19->29511.02,29568.62->29570,
2026-08-27T18:47:28.000990Z,14:47:28,2026-08-27T18:47:28Z,ES_SPX,gex_zero,7730.18,7734.31->7733.94,,,,
2026-08-27T18:47:28.378880Z,14:47:28,2026-08-27T18:47:28Z,ES_SPX,gex_full,7730.18,7734.31->7733.94,,,7913.11->7813.11,
2026-08-27T18:47:28.940145Z,14:47:28,2026-08-27T18:47:27Z,NQ_NDX,gex_zero,29571.44,29570.86->29571.19,29611.02->29661.02,,,
2026-08-27T18:47:29.312230Z,14:47:29,2026-08-27T18:47:29Z,NQ_NDX,gex_full,29571.72,29570.51->29570.86,,,29570->29569.37,
2026-08-27T18:48:29.930927Z,14:48:29,2026-08-27T18:48:29Z,ES_SPX,gex_zero,7731.19,7733.94->7733.2,,,,
2026-08-27T18:48:30.501516Z,14:48:30,2026-08-27T18:48:29Z,ES_SPX,gex_full,7731.19,7733.94->7733.2,,,,
2026-08-27T18:48:30.838603Z,14:48:30,2026-08-27T18:48:31Z,ES_SPX,gex_one,7731.19,,,7653.11->7688.11,,
2026-08-27T18:48:31.224263Z,14:48:31,2026-08-27T18:48:31Z,NQ_NDX,gex_zero,29577.59,29571.19->29571.54,,29511.02->29511.19,,29340.93->29336.1
2026-08-27T18:48:31.549041Z,14:48:31,2026-08-27T18:48:31Z,NQ_NDX,gex_full,29577.59,29570.86->29571.02,,29511.02->29511.19,29569.37->29570.51,
2026-08-27T18:49:32.225802Z,14:49:32,2026-08-27T18:49:32Z,ES_SPX,gex_zero,7729.68,7733.2->7732.29,,,,
2026-08-27T18:49:32.614096Z,14:49:32,2026-08-27T18:49:31Z,ES_SPX,gex_full,7729.87,7733.2->7732.6,,,,
2026-08-27T18:49:33.202752Z,14:49:33,2026-08-27T18:49:32Z,NQ_NDX,gex_zero,29569.99,29571.54->29587.21,,,,
2026-08-27T18:49:33.555248Z,14:49:33,2026-08-27T18:49:33Z,NQ_NDX,gex_full,29569.77,29571.02->29570.51,,,,
2026-08-27T18:50:34.161988Z,14:50:34,2026-08-27T18:50:34Z,ES_SPX,gex_zero,7726.04,7732.29->7733.2,,,,
2026-08-27T18:50:34.590691Z,14:50:34,2026-08-27T18:50:34Z,ES_SPX,gex_full,7726.04,7732.6->7733.11,,,7813.11->7913.11,
2026-08-27T18:50:34.895975Z,14:50:34,2026-08-27T18:50:34Z,ES_SPX,gex_one,7726.04,7716.5->7725.61,,7688.11->7653.11,,
2026-08-27T18:50:35.339901Z,14:50:35,2026-08-27T18:50:35Z,NQ_NDX,gex_zero,29552.07,29587.21->29570.86,29661.02->29611.02,29511.19->29511.02,,29336.1->29341.02
2026-08-27T18:50:35.659421Z,14:50:35,2026-08-27T18:50:35Z,NQ_NDX,gex_full,29552.07,,,29511.19->29511.02,29570.51->29561.53,29161.02->29661.02
2026-08-27T18:51:36.903996Z,14:51:36,2026-08-27T18:51:35Z,ES_SPX,gex_full,7726.93,7733.11->7733.2,,,,
2026-08-27T18:51:37.220152Z,14:51:37,2026-08-27T18:51:37Z,ES_SPX,gex_one,7726.77,7725.61->7720.16,,,,
2026-08-27T18:51:37.480760Z,14:51:37,2026-08-27T18:51:37Z,NQ_NDX,gex_zero,29561.57,29570.86->29583.55,,,,29341.02->29340.93
2026-08-27T18:51:37.809272Z,14:51:37,2026-08-27T18:51:37Z,NQ_NDX,gex_full,29561.57,29570.51->29570,,,29561.53->29563.42,
2026-08-27T18:52:38.450750Z,14:52:38,2026-08-27T18:52:38Z,ES_SPX,gex_zero,7726.85,7733.2->7733.03,,,,
2026-08-27T18:52:38.839529Z,14:52:38,2026-08-27T18:52:38Z,ES_SPX,gex_full,7726.85,7733.2->7733.03,,,,
2026-08-27T18:52:39.193919Z,14:52:39,2026-08-27T18:52:38Z,ES_SPX,gex_one,7726.85,7720.16->7725.61,,,,
2026-08-27T18:52:39.546341Z,14:52:39,2026-08-27T18:52:39Z,NQ_NDX,gex_zero,29561.45,29583.55->29584.43,29611.02->29661.02,,,29340.93->29341.02
2026-08-27T18:52:39.850424Z,14:52:39,2026-08-27T18:52:39Z,NQ_NDX,gex_full,29561.45,,,,29563.42->29570,29661.02->29161.02
2026-08-27T18:53:40.475380Z,14:53:40,2026-08-27T18:53:40Z,ES_SPX,gex_zero,7726.98,7733.03->7733.37,,,,
2026-08-27T18:53:40.890526Z,14:53:40,2026-08-27T18:53:40Z,ES_SPX,gex_full,7726.98,7733.03->7733.37,,,,
2026-08-27T18:53:41.479715Z,14:53:41,2026-08-27T18:53:41Z,NQ_NDX,gex_zero,29563.63,29584.43->29570,29661.02->29611.02,,,
2026-08-27T18:53:41.778081Z,14:53:41,2026-08-27T18:53:41Z,NQ_NDX,gex_full,29563.63,29570->29536.02,,,,
2026-08-27T18:54:42.544281Z,14:54:42,2026-08-27T18:54:42Z,ES_SPX,gex_zero,7725.5,7733.37->7732.6,,,,
2026-08-27T18:54:42.916311Z,14:54:42,2026-08-27T18:54:42Z,ES_SPX,gex_full,7725.5,7733.37->7732.6,,,,
2026-08-27T18:54:43.161449Z,14:54:43,2026-08-27T18:54:43Z,ES_SPX,gex_one,7725.43,7725.61->7716.5,,,,
2026-08-27T18:54:43.534920Z,14:54:43,2026-08-27T18:54:43Z,NQ_NDX,gex_zero,29558.16,29570->29570.51,,,,
2026-08-27T18:54:43.873748Z,14:54:43,2026-08-27T18:54:43Z,NQ_NDX,gex_full,29558.16,29536.02->29570.51,,,29570->29562.68,
2026-08-27T18:54:44.134063Z,14:54:44,2026-08-27T18:54:44Z,NQ_NDX,gex_one,29557.8,29936.02->29686.27,30061.02->29821.19,,,
2026-08-27T18:55:44.443398Z,14:55:44,2026-08-27T18:55:44Z,ES_SPX,gex_zero,7725.36,7732.6->7733.2,,,,
2026-08-27T18:55:44.909104Z,14:55:44,2026-08-27T18:55:44Z,ES_SPX,gex_full,7725.36,7732.6->7733.2,,,,
2026-08-27T18:55:45.993934Z,14:55:45,2026-08-27T18:55:45Z,NQ_NDX,gex_zero,29556.5,29570.51->29587.21,,,,
2026-08-27T18:55:46.332726Z,14:55:46,2026-08-27T18:55:45Z,NQ_NDX,gex_full,29556.5,29570.51->29587.61,,,,29161.02->29661.02
2026-08-27T18:55:46.590319Z,14:55:46,2026-08-27T18:55:45Z,NQ_NDX,gex_one,29556.5,,29821.19->29821.02,,,
2026-08-27T18:56:46.952997Z,14:56:46,2026-08-27T18:56:46Z,ES_SPX,gex_zero,7725.13,7733.2->7732.6,,,,
2026-08-27T18:56:47.562600Z,14:56:47,2026-08-27T18:56:46Z,ES_SPX,gex_full,7725.13,7733.2->7732.29,,,,
2026-08-27T18:56:48.230172Z,14:56:48,2026-08-27T18:56:47Z,NQ_NDX,gex_zero,29552.75,29587.21->29584.84,,,,
2026-08-27T18:56:48.620298Z,14:56:48,2026-08-27T18:56:47Z,NQ_NDX,gex_full,29552.75,29587.61->29569.37,,,29562.68->29566.02,29661.02->29161.02
2026-08-27T18:57:49.190854Z,14:57:49,2026-08-27T18:57:48Z,ES_SPX,gex_zero,7727.19,7732.6->7731.91,,,,
2026-08-27T18:57:49.546073Z,14:57:49,2026-08-27T18:57:49Z,ES_SPX,gex_full,7727.1,7732.29->7731.91,,,,
2026-08-27T18:57:49.811603Z,14:57:49,2026-08-27T18:57:49Z,ES_SPX,gex_one,7727.1,7716.5->7725.61,,,,
2026-08-27T18:57:50.177830Z,14:57:50,2026-08-27T18:57:49Z,NQ_NDX,gex_zero,29562.82,29584.84->29570,,29511.02->29511.19,,
2026-08-27T18:57:50.457583Z,14:57:50,2026-08-27T18:57:49Z,NQ_NDX,gex_full,29562.82,29569.37->29584.43,,29511.02->29511.19,29566.02->29570.51,
2026-08-27T18:58:51.078418Z,14:58:51,2026-08-27T18:58:50Z,ES_SPX,gex_zero,7728.62,7731.91->7731.5,,,,
2026-08-27T18:58:51.460293Z,14:58:51,2026-08-27T18:58:50Z,ES_SPX,gex_full,7728.62,7731.91->7731.5,,,7913.11->7813.11,
2026-08-27T18:58:51.695582Z,14:58:51,2026-08-27T18:58:50Z,ES_SPX,gex_one,7728.62,7725.61->7720.16,,,,
2026-08-27T18:58:52.032434Z,14:58:52,2026-08-27T18:58:51Z,NQ_NDX,gex_zero,29571.6,29570->29586.84,,,,
2026-08-27T18:58:52.395157Z,14:58:52,2026-08-27T18:58:51Z,NQ_NDX,gex_full,29571.6,29584.43->29587.21,,,,
2026-08-27T18:59:52.923730Z,14:59:52,2026-08-27T18:59:52Z,ES_SPX,gex_zero,7728.94,7731.5->7730.16,,,,
2026-08-27T18:59:53.413420Z,14:59:53,2026-08-27T18:59:52Z,ES_SPX,gex_full,7728.94,7731.5->7730.16,,,,
2026-08-27T18:59:53.758267Z,14:59:53,2026-08-27T18:59:52Z,ES_SPX,gex_one,7728.94,7720.16->7716.5,,,,
2026-08-27T18:59:54.025637Z,14:59:54,2026-08-27T18:59:53Z,NQ_NDX,gex_zero,29572.38,29586.84->29535.94,,,,29341.02->29340.16
2026-08-27T18:59:54.492663Z,14:59:54,2026-08-27T18:59:53Z,NQ_NDX,gex_full,29572.38,29587.21->29535.94,,,29570.51->29570.86,
2026-08-27T19:00:55.105761Z,15:00:55,2026-08-27T19:00:54Z,ES_SPX,gex_zero,7729.63,7730.16->7730.82,7743.11->7742.87,7713.11->7712.87,7738.11->7737.87,7728.11->7727.87
2026-08-27T19:00:55.372474Z,15:00:55,2026-08-27T19:00:54Z,ES_SPX,gex_full,7729.63,7730.16->7730.82,7743.11->7742.87,7713.11->7712.87,7813.11->7812.87,7513.11->7512.87
2026-08-27T19:00:55.692275Z,15:00:55,2026-08-27T19:00:54Z,ES_SPX,gex_one,7729.63,7716.5->7719.92,7763.11->7762.87,7653.11->7652.87,7743.11->7742.87,7663.11->7712.87
2026-08-27T19:00:55.951816Z,15:00:55,2026-08-27T19:00:54Z,NQ_NDX,gex_zero,29575.45,29535.94->29570.05,29611.02->29610.57,29511.19->29510.73,29571.02->29570.57,29340.16->29339.7
2026-08-27T19:00:56.275807Z,15:00:56,2026-08-27T19:00:56Z,NQ_NDX,gex_full,29575.97,29535.94->29583.1,29611.02->29610.57,29511.19->29510.73,29570.86->29570.05,29161.02->29160.57
2026-08-27T19:00:56.637712Z,15:00:56,2026-08-27T19:00:56Z,NQ_NDX,gex_one,29575.97,29686.27->29685.82,29821.02->29820.57,29361.02->29360.57,29561.02->29560.57,29236.02->29235.57
2026-08-27T19:01:48.811209Z,15:01:48,2026-08-27T19:01:48Z,NQ_NDX,gex_zero,29575.69,29570.05->29583.98,,29510.73->29511.58,,29339.7->29335.82
2026-08-27T19:01:56.886777Z,15:01:56,2026-08-27T19:01:55Z,ES_SPX,gex_zero,7729.64,7730.82->7730.37,,,,
2026-08-27T19:01:57.201283Z,15:01:57,2026-08-27T19:01:57Z,ES_SPX,gex_full,7729.71,7730.82->7729.92,,,,
2026-08-27T19:01:57.537117Z,15:01:57,2026-08-27T19:01:57Z,ES_SPX,gex_one,7729.71,7719.92->7725.37,,,,
2026-08-27T19:01:58.131143Z,15:01:58,2026-08-27T19:01:57Z,NQ_NDX,gex_full,29573.57,29583.1->29583.54,,29510.73->29511.58,29570.05->29570.4,
2026-08-27T19:02:58.740396Z,15:02:58,2026-08-27T19:02:58Z,ES_SPX,gex_zero,7727.08,7730.37->7730.82,,,,
2026-08-27T19:02:59.025720Z,15:02:59,2026-08-27T19:02:58Z,ES_SPX,gex_full,7727.08,7729.92->7730.82,,,,
2026-08-27T19:02:59.335208Z,15:02:59,2026-08-27T19:02:58Z,ES_SPX,gex_one,7727.08,7725.37->7716.26,,7652.87->7687.87,,
2026-08-27T19:02:59.611197Z,15:02:59,2026-08-27T19:02:59Z,NQ_NDX,gex_zero,29569.0,29583.98->29586.75,,29511.58->29510.73,,
2026-08-27T19:03:00.155181Z,15:03:00,2026-08-27T19:03:00Z,NQ_NDX,gex_full,29568.83,,,29511.58->29510.73,,
2026-08-27T19:04:03.537681Z,15:04:03,2026-08-27T19:04:02Z,ES_SPX,gex_zero,7728.87,7730.82->7731.26,,7712.87->7722.87,,
2026-08-27T19:04:03.903530Z,15:04:03,2026-08-27T19:04:02Z,ES_SPX,gex_full,7728.87,7730.82->7731.26,,7712.87->7722.87,,
2026-08-27T19:04:04.141838Z,15:04:04,2026-08-27T19:04:04Z,ES_SPX,gex_one,7728.81,7716.26->7725.37,,,,
2026-08-27T19:04:04.476479Z,15:04:04,2026-08-27T19:04:04Z,NQ_NDX,gex_zero,29575.13,,,,,29335.82->29335.65
2026-08-27T19:04:04.815384Z,15:04:04,2026-08-27T19:04:04Z,NQ_NDX,gex_full,29575.13,,,,29570.4->29570.05,
2026-08-27T19:05:05.405123Z,15:05:05,2026-08-27T19:05:04Z,ES_SPX,gex_zero,7730.93,7731.26->7730.82,,,,
2026-08-27T19:05:05.768476Z,15:05:05,2026-08-27T19:05:05Z,ES_SPX,gex_full,7730.88,7731.26->7730.82,,,,
2026-08-27T19:05:06.018215Z,15:05:06,2026-08-27T19:05:05Z,ES_SPX,gex_one,7730.88,7725.37->7719.92,,,,
2026-08-27T19:05:06.343994Z,15:05:06,2026-08-27T19:05:06Z,NQ_NDX,gex_zero,29586.91,29586.75->29583.54,29610.57->29660.57,,,29335.65->29340.57
2026-08-27T19:05:06.582733Z,15:05:06,2026-08-27T19:05:06Z,NQ_NDX,gex_full,29586.91,29583.54->29587.16,,,29570.05->29570.4,
2026-08-27T19:06:07.284374Z,15:06:07,2026-08-27T19:06:06Z,ES_SPX,gex_zero,7729.74,7730.82->7729.92,,7722.87->7712.87,,
2026-08-27T19:06:07.686194Z,15:06:07,2026-08-27T19:06:06Z,ES_SPX,gex_full,7729.74,7730.82->7729.92,,7722.87->7712.87,,
2026-08-27T19:06:07.928619Z,15:06:07,2026-08-27T19:06:08Z,ES_SPX,gex_one,7729.52,7719.92->7716.26,,7687.87->7652.87,,7712.87->7662.87
2026-08-27T19:06:08.278536Z,15:06:08,2026-08-27T19:06:07Z,NQ_NDX,gex_zero,29579.37,29583.54->29569.55,29660.57->29610.57,,,
2026-08-27T19:06:08.614139Z,15:06:08,2026-08-27T19:06:09Z,NQ_NDX,gex_full,29579.26,29587.16->29568.91,,,29570.4->29562.97,
2026-08-27T19:07:09.211133Z,15:07:09,2026-08-27T19:07:08Z,ES_SPX,gex_zero,7731.88,7729.92->7730.37,,7712.87->7722.87,,
2026-08-27T19:07:09.610407Z,15:07:09,2026-08-27T19:07:09Z,ES_SPX,gex_full,7731.85,7729.92->7730.37,,7712.87->7722.87,,
2026-08-27T19:07:09.896947Z,15:07:09,2026-08-27T19:07:09Z,ES_SPX,gex_one,7731.85,7716.26->7719.92,,7652.87->7687.87,,7662.87->7712.87
2026-08-27T19:07:10.140769Z,15:07:10,2026-08-27T19:07:09Z,NQ_NDX,gex_zero,29590.82,29569.55->29583.54,29610.57->29660.57,29510.73->29511.58,,
2026-08-27T19:07:10.481457Z,15:07:10,2026-08-27T19:07:09Z,NQ_NDX,gex_full,29590.82,,,29510.73->29511.58,29562.97->29570.4,
2026-08-27T19:08:11.173185Z,15:08:11,2026-08-27T19:08:10Z,ES_SPX,gex_zero,7731.41,7730.37->7729.07,,7722.87->7722.79,,
2026-08-27T19:08:11.526665Z,15:08:11,2026-08-27T19:08:10Z,ES_SPX,gex_full,7731.41,7730.37->7729.07,,7722.87->7722.79,,
2026-08-27T19:08:11.834562Z,15:08:11,2026-08-27T19:08:10Z,ES_SPX,gex_one,7731.41,7719.92->7724.92,,,,7712.87->7662.87
2026-08-27T19:08:12.106561Z,15:08:12,2026-08-27T19:08:12Z,NQ_NDX,gex_zero,29580.89,29583.54->29568.17,29660.57->29610.57,29511.58->29510.57,,
2026-08-27T19:08:12.465853Z,15:08:12,2026-08-27T19:08:12Z,NQ_NDX,gex_full,29580.89,29568.91->29584.38,,29511.58->29510.57,29570.4->29568.91,
2026-08-27T19:09:13.045981Z,15:09:13,2026-08-27T19:09:12Z,ES_SPX,gex_zero,7732.91,7729.07->7729.48,,7722.79->7722.87,,
2026-08-27T19:09:13.635212Z,15:09:13,2026-08-27T19:09:14Z,ES_SPX,gex_full,7733.08,7729.07->7729.48,,7722.79->7722.87,,
2026-08-27T19:09:14.180379Z,15:09:14,2026-08-27T19:09:14Z,ES_SPX,gex_one,7733.08,7724.92->7716.26,,,,
2026-08-27T19:09:14.710599Z,15:09:14,2026-08-27T19:09:14Z,NQ_NDX,gex_zero,29588.45,29568.17->29584.38,,29510.57->29510.73,,
2026-08-27T19:09:15.634937Z,15:09:15,2026-08-27T19:09:14Z,NQ_NDX,gex_full,29588.45,29584.38->29586.75,,29510.57->29510.73,29568.91->29570.05,
2026-08-27T19:10:17.682191Z,15:10:17,2026-08-27T19:10:17Z,NQ_NDX,gex_zero,29590.69,,,29510.73->29511.08,,
2026-08-27T19:10:17.915116Z,15:10:17,2026-08-27T19:10:17Z,NQ_NDX,gex_full,29590.69,29586.75->29583.98,,29510.73->29511.08,29570.05->29570.4,
2026-08-27T19:11:18.519946Z,15:11:18,2026-08-27T19:11:18Z,ES_SPX,gex_zero,7732.58,7729.48->7729.92,,,,
2026-08-27T19:11:18.810480Z,15:11:18,2026-08-27T19:11:18Z,ES_SPX,gex_full,7732.58,7729.48->7729.92,,,,
2026-08-27T19:11:19.470226Z,15:11:19,2026-08-27T19:11:19Z,NQ_NDX,gex_zero,29593.76,29584.38->29586.38,,,,
2026-08-27T19:11:19.705752Z,15:11:19,2026-08-27T19:11:19Z,NQ_NDX,gex_full,29593.76,29583.98->29568.17,,,,
2026-08-27T19:12:20.321193Z,15:12:20,2026-08-27T19:12:20Z,ES_SPX,gex_zero,7732.07,7729.92->7729.48,,,,
2026-08-27T19:12:20.826095Z,15:12:20,2026-08-27T19:12:19Z,ES_SPX,gex_full,7732.1,7729.92->7729.07,,,,
2026-08-27T19:12:21.459501Z,15:12:21,2026-08-27T19:12:21Z,NQ_NDX,gex_zero,29593.98,29586.38->29584.38,,29511.08->29510.73,,
2026-08-27T19:12:21.725845Z,15:12:21,2026-08-27T19:12:21Z,NQ_NDX,gex_full,29593.98,29568.17->29535.49,,,,
2026-08-27T19:13:22.401356Z,15:13:22,2026-08-27T19:13:22Z,ES_SPX,gex_zero,7732.6,7729.48->7729.92,,,,
2026-08-27T19:13:22.743796Z,15:13:22,2026-08-27T19:13:22Z,ES_SPX,gex_full,7732.6,7729.07->7729.92,,,,
2026-08-27T19:13:22.985633Z,15:13:22,2026-08-27T19:13:22Z,ES_SPX,gex_one,7732.6,,,7687.87->7662.87,,
2026-08-27T19:13:23.335685Z,15:13:23,2026-08-27T19:13:22Z,NQ_NDX,gex_zero,29596.17,,,29510.73->29513.79,,
2026-08-27T19:13:23.581780Z,15:13:23,2026-08-27T19:13:24Z,NQ_NDX,gex_full,29595.92,29535.49->29535.31,,29511.08->29513.79,,
2026-08-27T19:14:25.626092Z,15:14:25,2026-08-27T19:14:25Z,NQ_NDX,gex_zero,29603.1,29584.38->29535.06,29610.57->29660.57,29513.79->29518.91,,
2026-08-27T19:14:25.871847Z,15:14:25,2026-08-27T19:14:25Z,NQ_NDX,gex_full,29603.1,29535.31->29534.75,29610.57->29660.57,29513.79->29518.91,,
2026-08-27T19:15:26.698318Z,15:15:26,2026-08-27T19:15:25Z,ES_SPX,gex_zero,7730.79,7729.92->7729.77,7742.87->7742.64,7722.87->7722.72,7737.87->7737.72,7727.87->7727.72
2026-08-27T19:15:27.064771Z,15:15:27,2026-08-27T19:15:27Z,ES_SPX,gex_full,7730.9,7729.92->7729.77,7742.87->7742.64,7722.87->7722.72,7812.87->7812.72,7512.87->7512.72
2026-08-27T19:15:27.321229Z,15:15:27,2026-08-27T19:15:27Z,ES_SPX,gex_one,7730.9,7716.26->7724.77,7762.87->7762.72,7662.87->7687.72,7742.87->7742.72,7662.87->7662.72
2026-08-27T19:15:27.661467Z,15:15:27,2026-08-27T19:15:26Z,NQ_NDX,gex_zero,29594.92,29535.06->29570.96,29660.57->29611.48,29518.91->29511.64,29570.57->29571.48,29340.57->29341.48
2026-08-27T19:15:27.997766Z,15:15:27,2026-08-27T19:15:28Z,NQ_NDX,gex_full,29595.05,29534.75->29536.4,29660.57->29611.48,29518.91->29511.64,29570.4->29571.31,29160.57->29161.48
2026-08-27T19:15:28.236606Z,15:15:28,2026-08-27T19:15:28Z,NQ_NDX,gex_one,29595.05,29685.82->29686.48,29820.57->29821.48,29360.57->29361.48,29560.57->29561.48,29235.57->29236.48
2026-08-27T19:16:28.624030Z,15:16:28,2026-08-27T19:16:28Z,ES_SPX,gex_zero,7733.19,7729.77->7730.22,,,,
2026-08-27T19:16:29.001342Z,15:16:29,2026-08-27T19:16:28Z,ES_SPX,gex_full,7733.19,7729.77->7730.22,,,7812.72->7737.72,
