recorded_at_utc,api_as_of_utc,ticker,category,spot,zero_gamma,call_wall,put_wall,oi_call_wall,oi_put_wall,sum_gex_vol,sum_gex_oi,recorded_et,nearest_to_7740,dist_to_7740,nearest_to_7743,dist_to_7743,nearest_to_7741.5,dist_to_7741.5
2026-08-27T15:21:28.944247Z,2026-08-27T15:21:28Z,ES_SPX,gex_zero,7742.22,7718.84,7743.84,7713.76,7753.84,7728.84,227806.612,21454.097,11:21:28,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:21:29.324259Z,2026-08-27T15:21:28Z,ES_SPX,gex_full,7742.22,7718.76,7743.84,7713.76,7813.84,7513.84,235011.641,59218.262,11:21:29,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:22:30.895673Z,2026-08-27T15:22:30Z,ES_SPX,gex_zero,7740.29,7718.84,7743.84,7713.84,7753.84,7728.84,222705.354,20682.078,11:22:30,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:22:31.191809Z,2026-08-27T15:22:30Z,ES_SPX,gex_full,7740.29,7718.76,7743.84,7713.76,7813.84,7513.84,229962.66,58306.189,11:22:31,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:23:32.659972Z,2026-08-27T15:23:31Z,ES_SPX,gex_zero,7739.61,7719.35,7743.84,7713.76,7753.84,7728.84,211132.562,19786.5,11:23:32,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:23:33.054749Z,2026-08-27T15:23:32Z,ES_SPX,gex_full,7739.22,7719.1,7743.84,7713.76,7813.84,7513.84,215843.669,56518.737,11:23:33,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:24:34.642914Z,2026-08-27T15:24:34Z,ES_SPX,gex_zero,7740.16,7719.1,7743.84,7713.76,7753.84,7728.84,219630.377,20593.568,11:24:34,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:24:34.906895Z,2026-08-27T15:24:34Z,ES_SPX,gex_full,7740.16,7718.93,7743.84,7713.76,7813.84,7513.84,226732.904,57694.806,11:24:34,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:25:36.537480Z,2026-08-27T15:25:35Z,ES_SPX,gex_zero,7736.92,7719.35,7743.84,7713.76,7753.84,7728.84,187960.607,18010.872,11:25:36,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:25:36.843294Z,2026-08-27T15:25:36Z,ES_SPX,gex_full,7737.39,7719.67,7743.84,7713.76,7813.84,7513.84,194997.813,54175.974,11:25:36,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:26:38.311560Z,2026-08-27T15:26:37Z,ES_SPX,gex_zero,7737.98,7719.35,7743.84,7713.84,7753.84,7728.84,204197.62,19215.685,11:26:38,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:26:38.636476Z,2026-08-27T15:26:38Z,ES_SPX,gex_full,7737.88,7719.1,7743.84,7713.76,7813.84,7513.84,211294.999,55169.068,11:26:38,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:27:40.234720Z,2026-08-27T15:27:39Z,ES_SPX,gex_zero,7738.08,7719.35,7743.84,7713.76,7753.84,7728.84,202689.443,18874.587,11:27:40,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:27:40.551837Z,2026-08-27T15:27:39Z,ES_SPX,gex_full,7738.08,7719.1,7743.84,7713.76,7813.84,7513.84,209271.8,54859.866,11:27:40,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:28:42.047277Z,2026-08-27T15:28:42Z,ES_SPX,gex_zero,7737.05,7719.67,7743.84,7713.84,7753.84,7728.84,192371.916,18186.41,11:28:42,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:28:42.415610Z,2026-08-27T15:28:42Z,ES_SPX,gex_full,7737.05,7719.67,7743.84,7713.84,7813.84,7513.84,198712.31,53656.167,11:28:42,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:29:43.913191Z,2026-08-27T15:29:44Z,ES_SPX,gex_zero,7734.49,7719.35,7743.84,7713.84,7753.84,7728.84,175662.326,16947.273,11:29:43,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:29:44.289112Z,2026-08-27T15:29:44Z,ES_SPX,gex_full,7734.49,7719.35,7743.84,7713.84,7813.84,7513.84,181747.369,51971.639,11:29:44,call_wall,-3.8400000000001455,call_wall,-0.8400000000001455,call_wall,-2.3400000000001455
2026-08-27T15:30:45.795516Z,2026-08-27T15:30:44Z,ES_SPX,gex_zero,7733.11,7719.38,7743.87,7713.87,7753.87,7728.87,158499.481,16143.461,11:30:45,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:30:46.086707Z,2026-08-27T15:30:46Z,ES_SPX,gex_full,7733.16,7719.38,7743.87,7713.87,7913.87,7513.87,159728.851,48940.189,11:30:46,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:31:47.953410Z,2026-08-27T15:31:46Z,ES_SPX,gex_zero,7734.36,7719.7,7743.87,7713.87,7753.87,7728.87,169129.419,16906.068,11:31:47,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:31:48.390223Z,2026-08-27T15:31:46Z,ES_SPX,gex_full,7734.36,7719.7,7743.87,7713.87,7913.87,7513.87,174512.838,50744.332,11:31:48,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:32:49.912460Z,2026-08-27T15:32:49Z,ES_SPX,gex_zero,7734.97,7720.48,7743.87,7713.87,7753.87,7728.87,164168.143,16616.275,11:32:49,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:32:50.457350Z,2026-08-27T15:32:49Z,ES_SPX,gex_full,7734.97,7720.07,7743.87,7713.87,7813.87,7513.87,169793.66,50957.846,11:32:50,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:33:51.972083Z,2026-08-27T15:33:50Z,ES_SPX,gex_zero,7736.31,7720.07,7743.87,7713.87,7753.87,7728.87,186973.09,18108.069,11:33:51,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:33:52.264572Z,2026-08-27T15:33:52Z,ES_SPX,gex_full,7736.27,7719.7,7743.87,7713.87,7813.87,7513.87,194383.579,53167.376,11:33:52,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:34:53.847465Z,2026-08-27T15:34:52Z,ES_SPX,gex_zero,7733.95,7719.7,7743.87,7713.87,7753.87,7728.87,165800.954,16569.334,11:34:53,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:34:54.157125Z,2026-08-27T15:34:52Z,ES_SPX,gex_full,7733.95,7719.7,7743.87,7713.87,7913.87,7513.87,171327.931,49442.861,11:34:54,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:35:55.742974Z,2026-08-27T15:35:54Z,ES_SPX,gex_zero,7732.88,7719.7,7743.87,7713.87,7753.87,7728.87,157254.94,15921.797,11:35:55,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:35:56.042472Z,2026-08-27T15:35:56Z,ES_SPX,gex_full,7733.15,7720.07,7743.87,7713.87,7913.87,7513.87,156269.887,48235.186,11:35:56,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:36:57.730874Z,2026-08-27T15:36:57Z,ES_SPX,gex_zero,7732.25,7720.07,7743.87,7713.87,7753.87,7728.87,152242.965,15719.993,11:36:57,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:36:58.095808Z,2026-08-27T15:36:57Z,ES_SPX,gex_full,7732.25,7719.7,7743.87,7713.87,7913.87,7513.87,157554.519,48129.661,11:36:58,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:37:59.496862Z,2026-08-27T15:37:58Z,ES_SPX,gex_zero,7731.76,7720.48,7743.87,7713.87,7753.87,7728.87,141619.719,15138.487,11:37:59,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:37:59.814824Z,2026-08-27T15:38:00Z,ES_SPX,gex_full,7731.7,7720.48,7743.87,7713.87,7913.87,7513.87,142180.376,47094.915,11:37:59,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:39:02.990148Z,2026-08-27T15:39:03Z,ES_SPX,gex_zero,7731.62,7720.48,7743.87,7713.87,7753.87,7728.87,143613.285,15240.022,11:39:02,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:39:03.323247Z,2026-08-27T15:39:03Z,ES_SPX,gex_full,7731.62,7720.48,7743.87,7713.87,7913.87,7513.87,148727.677,47295.574,11:39:03,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:40:05.278691Z,2026-08-27T15:40:04Z,ES_SPX,gex_zero,7731.08,7720.07,7743.87,7713.87,7753.87,7728.87,144966.669,15257.778,11:40:05,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:40:05.583343Z,2026-08-27T15:40:04Z,ES_SPX,gex_full,7731.08,7719.7,7743.87,7713.87,7913.87,7513.87,149859.986,47042.164,11:40:05,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:41:07.202912Z,2026-08-27T15:41:06Z,ES_SPX,gex_zero,7732.26,7720.48,7743.87,7713.87,7753.87,7728.87,150329.625,15559.663,11:41:07,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:41:07.480110Z,2026-08-27T15:41:06Z,ES_SPX,gex_full,7732.26,7720.48,7743.87,7713.87,7913.87,7513.87,155096.068,47406.078,11:41:07,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:42:08.903635Z,2026-08-27T15:42:08Z,ES_SPX,gex_zero,7734.43,7720.48,7743.87,7713.87,7753.87,7728.87,178688.743,17082.701,11:42:08,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:42:09.287178Z,2026-08-27T15:42:08Z,ES_SPX,gex_full,7734.43,7720.48,7743.87,7713.87,7813.87,7513.87,184128.799,50761.082,11:42:09,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:43:10.848186Z,2026-08-27T15:43:09Z,ES_SPX,gex_zero,7731.73,7720.07,7743.87,7713.87,7753.87,7728.87,157264.374,15694.465,11:43:10,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:43:11.162457Z,2026-08-27T15:43:11Z,ES_SPX,gex_full,7731.43,7720.07,7743.87,7713.87,7813.87,7513.87,157255.543,47833.704,11:43:11,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:44:12.780046Z,2026-08-27T15:44:12Z,ES_SPX,gex_zero,7728.52,7721.82,7743.87,7713.87,7753.87,7728.87,101827.469,12895.911,11:44:12,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
2026-08-27T15:44:13.270725Z,2026-08-27T15:44:13Z,ES_SPX,gex_full,7728.7,7721.37,7743.87,7713.87,7813.87,7513.87,108074.627,44100.733,11:44:13,call_wall,-3.869999999999891,call_wall,-0.8699999999998909,call_wall,-2.369999999999891
