source,line,utc,et,event,campaign_id,action,policy,reason,waypoint,phase,pos_before,price,evidence_kind,evidence_side,evidence_range,ts_utc,mono_us,simulated_position_quantity,live_position_quantity,active_risk_anchor,active_risk_anchor_evidence_id,root_risk_anchor,root_risk_anchor_evidence_id,armed_waypoint_id,suppress_adds_until,execution_attempt_count,max_retry,retries_remaining,execution_pause_reason,execution_paused_at,execution_accepted,execution_shadow,execution_order_id,execution_message,kind,mid_price,band_side,band_state,band_min,band_max,band_score,candidate_side,candidate_min,candidate_max,candidate_score
kahn,11206,2026-08-27T18:27:50.865302Z,14:27:50,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:27:50.8653023Z,7199431667,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:29:50.8635528+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11208,2026-08-27T18:27:52.638121Z,14:27:52,ll_transition,,,,CONSUMED,,,,,,,,,,,,,,,,,,,,,,,,,,,RailOwned,7727.0,Supply,Owned,7729.75,7730.75,30.310668814514806,Demand,7729.75,7730.75,30.310668814514806
kahn,11210,2026-08-27T18:27:55.875841Z,14:27:55,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7726.375,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11211,2026-08-27T18:27:55.876285Z,14:27:55,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:27:55.8762854Z,7204442505,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:29:55.8749942+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11213,2026-08-27T18:28:01.131714Z,14:28:01,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7726.625,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11214,2026-08-27T18:28:01.132300Z,14:28:01,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:01.1323000Z,7209698313,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:01.1200285+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11216,2026-08-27T18:28:06.137687Z,14:28:06,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7726.125,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11217,2026-08-27T18:28:06.138052Z,14:28:06,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:06.1380520Z,7214703915,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:06.1300938+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11223,2026-08-27T18:28:20.124598Z,14:28:20,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7725.875,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11224,2026-08-27T18:28:20.126262Z,14:28:20,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:20.1262621Z,7228691629,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:20.1145729+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
