source,line,utc,et,event,campaign_id,action,policy,reason,waypoint,phase,pos_before,price,evidence_kind,evidence_side,evidence_range,ts_utc,mono_us,simulated_position_quantity,live_position_quantity,active_risk_anchor,active_risk_anchor_evidence_id,root_risk_anchor,root_risk_anchor_evidence_id,armed_waypoint_id,suppress_adds_until,execution_attempt_count,max_retry,retries_remaining,execution_pause_reason,execution_paused_at,execution_accepted,execution_shadow,execution_order_id,execution_message,kind,mid_price,band_side,band_state,band_min,band_max,band_score,candidate_side,candidate_min,candidate_max,candidate_score
kahn,9505,2026-08-27T15:27:53.930787Z,11:27:53,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailHeld,7736.75,Supply,Owned,7739.25,7739.5,8.764829414664945,,,,
kahn,9518,2026-08-27T15:28:54.255259Z,11:28:54,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateFormed,7736.75,,,,,,Supply,7736.75,7736.75,8.992698749210192
kahn,9522,2026-08-27T15:29:17.927519Z,11:29:17,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailTested,7735.5,Demand,Tested,7734.25,7734.5,14.181883744683347,,,,
kahn,9523,2026-08-27T15:29:17.927774Z,11:29:17,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailTested,7735.5,Demand,Tested,7734.25,7734.5,19.575336283719807,,,,
kahn,9528,2026-08-27T15:29:33.933540Z,11:29:33,ll_transition,,,,Adverse,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateDisplacementStarted,7735.0,,,,,,Demand,7737.0,7738.25,25.761455545065715
kahn,9529,2026-08-27T15:29:33.933684Z,11:29:33,ll_transition,,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,RailFailed,7735.0,Demand,Failed,7736.75,7737.25,9.34647937157856,,,,
kahn,9530,2026-08-27T15:29:33.933742Z,11:29:33,ll_transition,,,,NoOwner,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7735.0,Demand,NoOwner,7736.75,7740.0,28.515645728361452,,,,
kahn,9531,2026-08-27T15:29:33.933766Z,11:29:33,ll_transition,,,,Contested,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7735.0,Demand,Contested,7736.75,7740.0,28.515645728361452,,,,
kahn,9536,2026-08-27T15:29:44.185336Z,11:29:44,ll_transition,,,,CONSUMED,,,,,,,,,,,,,,,,,,,,,,,,,,,RailOwned,7734.25,Supply,Owned,7737.0,7738.25,25.761455545065715,Demand,7737.0,7738.25,25.761455545065715
kahn,9538,2026-08-27T15:29:49.937521Z,11:29:49,ll_transition,,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,RailFailed,7734.25,Demand,Failed,7736.0,7739.75,74.0058068969735,,,,
kahn,9539,2026-08-27T15:29:49.937708Z,11:29:49,ll_transition,,,,NoOwner,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7734.25,Demand,NoOwner,7736.0,7740.0,102.52145262533494,,,,
kahn,9540,2026-08-27T15:29:49.937741Z,11:29:49,ll_transition,,,,Contested,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7734.25,Demand,Contested,7736.0,7740.0,102.52145262533494,,,,
kahn,9542,2026-08-27T15:29:52.439044Z,11:29:52,ll_transition,,,,Favor,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateDisplacementStarted,7733.75,,,,,,Supply,7735.75,7736.75,14.891083003690706
kahn,9543,2026-08-27T15:29:53.688173Z,11:29:53,ll_transition,,,,inside_threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateDisplacementReset,7734.0,,,,,,Supply,7735.75,7736.75,14.891083003690706
kahn,9549,2026-08-27T15:30:16.699368Z,11:30:16,ll_transition,,,,Favor,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateDisplacementStarted,7733.5,,,,,,Supply,7735.75,7736.75,14.891083003690706
kahn,9553,2026-08-27T15:30:26.961401Z,11:30:26,ll_transition,,,,OWNED,,,,,,,,,,,,,,,,,,,,,,,,,,,RailOwned,7733.0,Supply,Owned,7735.75,7736.75,14.891083003690706,Supply,7735.75,7736.75,14.891083003690706
kahn,9556,2026-08-27T15:30:37.446339Z,11:30:37,ll_transition,,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,RailFailed,7733.0,Demand,Failed,7734.25,7734.5,14.181883744683347,,,,
kahn,9557,2026-08-27T15:30:37.446514Z,11:30:37,ll_transition,,,,NoOwner,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7733.0,Demand,NoOwner,7734.25,7740.0,116.70333637001829,,,,
kahn,9558,2026-08-27T15:30:37.446546Z,11:30:37,ll_transition,,,,Contested,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7733.0,Demand,Contested,7734.25,7740.0,116.70333637001829,,,,
kahn,9559,2026-08-27T15:30:37.446563Z,11:30:37,ll_transition,,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,RailFailed,7733.0,Demand,Failed,7734.25,7734.5,19.575336283719807,,,,
kahn,9560,2026-08-27T15:30:37.446584Z,11:30:37,ll_transition,,,,NoOwner,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7733.0,Demand,NoOwner,7734.25,7740.0,136.2786726537381,,,,
kahn,9561,2026-08-27T15:30:37.446599Z,11:30:37,ll_transition,,,,Contested,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7733.0,Demand,Contested,7734.25,7740.0,136.2786726537381,,,,
kahn,9576,2026-08-27T15:31:45.444981Z,11:31:45,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateFormed,7734.0,,,,,,Demand,7734.0,7734.25,8.392562467754352
kahn,9593,2026-08-27T15:32:48.445802Z,11:32:48,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailTested,7735.0,Supply,Tested,7735.75,7736.75,14.891083003690706,,,,
kahn,9597,2026-08-27T15:32:55.453270Z,11:32:55,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailTested,7736.0,Supply,Tested,7737.0,7738.25,25.761455545065715,,,,
kahn,9599,2026-08-27T15:32:57.949230Z,11:32:57,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateFormed,7736.25,,,,,,Demand,7735.75,7736.25,8.683792969034183
kahn,9600,2026-08-27T15:32:57.949310Z,11:32:57,ll_transition,,,,Favor,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateDisplacementStarted,7736.25,,,,,,Demand,7734.0,7734.25,14.188716892452721
kahn,9603,2026-08-27T15:33:08.187113Z,11:33:08,ll_transition,,,,OWNED,,,,,,,,,,,,,,,,,,,,,,,,,,,RailOwned,7737.5,Demand,Owned,7734.0,7734.25,14.188716892452721,Demand,7734.0,7734.25,14.188716892452721
kahn,9610,2026-08-27T15:33:31.955756Z,11:33:31,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailTested,7735.25,Demand,Tested,7734.0,7734.25,14.188716892452721,,,,
kahn,9620,2026-08-27T15:34:10.229101Z,11:34:10,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailHeld,7734.5,Supply,Owned,7737.0,7738.25,25.761455545065715,,,,
kahn,9623,2026-08-27T15:34:15.744079Z,11:34:15,ll_transition,,,,Adverse,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateDisplacementStarted,7733.5,,,,,,Demand,7735.5,7736.25,13.9714856484183
kahn,9624,2026-08-27T15:34:22.489792Z,11:34:22,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailHeld,7733.25,Supply,Owned,7735.75,7736.75,14.891083003690706,,,,
kahn,9626,2026-08-27T15:34:25.743198Z,11:34:25,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateFormed,7732.75,,,,,,Demand,7732.75,7733.5,8.289087478650005
kahn,9627,2026-08-27T15:34:25.743313Z,11:34:25,ll_transition,,,,CONSUMED,,,,,,,,,,,,,,,,,,,,,,,,,,,RailOwned,7732.75,Supply,Owned,7735.5,7736.25,13.9714856484183,Demand,7735.5,7736.25,13.9714856484183
kahn,9632,2026-08-27T15:34:42.999751Z,11:34:42,ll_transition,,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,RailFailed,7732.75,Demand,Failed,7734.0,7734.25,14.188716892452721,,,,
kahn,9633,2026-08-27T15:34:42.999920Z,11:34:42,ll_transition,,,,NoOwner,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7732.75,Demand,NoOwner,7734.0,7740.0,150.46738954619084,,,,
kahn,9634,2026-08-27T15:34:43.000006Z,11:34:43,ll_transition,,,,Contested,,,,,,,,,,,,,,,,,,,,,,,,,,,GreyUpdated,7732.75,Demand,Contested,7734.0,7740.0,150.46738954619084,,,,
kahn,9643,2026-08-27T15:35:19.494619Z,11:35:19,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailTested,7734.5,Supply,Tested,7735.5,7736.25,13.9714856484183,,,,
kahn,9650,2026-08-27T15:35:43.499496Z,11:35:43,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RailHeld,7733.0,Supply,Owned,7735.5,7736.25,13.9714856484183,,,,
kahn,9652,2026-08-27T15:35:47.986423Z,11:35:47,ll_transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CandidateFormed,7733.0,,,,,,Supply,7732.75,7733.0,8.656299649071617
