symbol,first_line,last_line,first_utc,last_utc,first_et,last_et,count,campaign_id,phase_before,phase_after,action,policy,reason_code,waypoint_id,evidence_source,evidence_kind,evidence_side,first_price,min_price,max_price,first_pos_before,last_pos_after,first_evidence_id,last_evidence_id
ES,10392,10392,2026-08-27T18:08:38.925526Z,2026-08-27T18:08:38.925526Z,14:08:38,14:08:38,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,Price,PriceTouch,None,7736.875,7736.875,7736.875,2,2,quote-639234509187937700,quote-639234509187937700
ES,10395,10395,2026-08-27T18:08:42.426012Z,2026-08-27T18:08:42.426012Z,14:08:42,14:08:42,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7736.625,7736.625,7736.625,2,2,quote-639234509222543085,quote-639234509222543085
ES,10398,10398,2026-08-27T18:08:46.178994Z,2026-08-27T18:08:46.178994Z,14:08:46,14:08:46,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,Price,PriceTouch,None,7736.875,7736.875,7736.875,2,2,quote-639234509261168785,quote-639234509261168785
ES,10400,10400,2026-08-27T18:08:48.170816Z,2026-08-27T18:08:48.170816Z,14:08:48,14:08:48,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7736.75,7736.75,7736.75,2,2,quote-639234509280168102,quote-639234509280168102
ES,10403,10403,2026-08-27T18:08:51.413035Z,2026-08-27T18:08:51.413035Z,14:08:51,14:08:51,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,Price,PriceTouch,None,7737.125,7737.125,7737.125,2,2,quote-639234509312881445,quote-639234509312881445
ES,10407,10407,2026-08-27T18:08:56.175462Z,2026-08-27T18:08:56.175462Z,14:08:56,14:08:56,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7736.75,7736.75,7736.75,2,2,quote-639234509361440588,quote-639234509361440588
ES,10409,10409,2026-08-27T18:08:56.427019Z,2026-08-27T18:08:56.427019Z,14:08:56,14:08:56,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,Price,PriceTouch,None,7736.875,7736.875,7736.875,2,2,quote-639234509364239636,quote-639234509364239636
ES,10413,10440,2026-08-27T18:09:01.433740Z,2026-08-27T18:09:36.924056Z,14:09:01,14:09:36,8,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7736.125,7735.375,7736.625,2,2,quote-639234509411743419,quote-639234509767748735
ES,10442,10449,2026-08-27T18:09:37.922981Z,2026-08-27T18:09:48.175646Z,14:09:37,14:09:48,3,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,Price,PriceTouch,None,7736.875,7736.875,7737.125,2,2,quote-639234509776956839,quote-639234509879646523
ES,10452,10455,2026-08-27T18:09:49.426929Z,2026-08-27T18:09:54.429500Z,14:09:49,14:09:54,2,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7736.625,7736.375,7736.625,2,2,quote-639234509893672033,quote-639234509941784384
ES,10458,10458,2026-08-27T18:09:56.926877Z,2026-08-27T18:09:56.926877Z,14:09:56,14:09:56,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,Price,PriceTouch,None,7736.875,7736.875,7736.875,2,2,quote-639234509968492453,quote-639234509968492453
ES,10461,10461,2026-08-27T18:09:59.664779Z,2026-08-27T18:09:59.664779Z,14:09:59,14:09:59,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7736.375,7736.375,7736.375,2,2,quote-639234509994407330,quote-639234509994407330
ES,10464,10464,2026-08-27T18:10:02.183034Z,2026-08-27T18:10:02.183034Z,14:10:02,14:10:02,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,Price,PriceTouch,None,7736.875,7736.875,7736.875,2,2,quote-639234510019524297,quote-639234510019524297
ES,10467,10475,2026-08-27T18:10:04.665471Z,2026-08-27T18:10:20.424736Z,14:10:04,14:10:20,4,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7736.375,7736.375,7736.625,2,2,quote-639234510044490217,quote-639234510202869745
ES,10477,10480,2026-08-27T18:10:20.427586Z,2026-08-27T18:10:25.427295Z,14:10:20,14:10:25,2,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,Price,PriceTouch,None,7736.875,7736.875,7736.875,2,2,quote-639234510204228620,quote-639234510251783846
ES,10482,10498,2026-08-27T18:10:25.429512Z,2026-08-27T18:10:50.680048Z,14:10:25,14:10:50,6,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7736.75,7734.625,7736.75,2,2,quote-639234510251816217,quote-639234510504733917
ES,10503,10503,2026-08-27T18:10:55.202186Z,2026-08-27T18:10:55.202186Z,14:10:55,14:10:55,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,LevelLedger,RailOwned,Supply,7734.25,7734.25,7734.25,2,2,live-ll-45-RailOwned-639234510551872244,live-ll-45-RailOwned-639234510551872244
ES,10505,10537,2026-08-27T18:10:55.925135Z,2026-08-27T18:11:41.929319Z,14:10:55,14:11:41,10,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7734.375,7734.125,7735.875,2,2,quote-639234510556846863,quote-639234511016943639
ES,10541,10541,2026-08-27T18:11:45.181038Z,2026-08-27T18:11:45.181038Z,14:11:45,14:11:45,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,LevelLedger,RailTested,Supply,7736.0,7736.0,7736.0,2,2,live-ll-45-RailTested-639234511051782177,live-ll-45-RailTested-639234511051782177
ES,10544,10558,2026-08-27T18:11:47.179670Z,2026-08-27T18:12:13.191240Z,14:11:47,14:12:13,6,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7735.875,7734.875,7736.125,2,2,quote-639234511070251231,quote-639234511330192234
ES,10561,10561,2026-08-27T18:12:14.182025Z,2026-08-27T18:12:14.182025Z,14:12:14,14:12:14,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,LevelLedger,RailHeld,Supply,7734.5,7734.5,7734.5,2,2,live-ll-45-RailHeld-639234511341780712,live-ll-45-RailHeld-639234511341780712
ES,10563,10608,2026-08-27T18:12:18.424729Z,2026-08-27T18:13:30.424454Z,14:12:18,14:13:30,15,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7734.875,7733.375,7735.625,2,2,quote-639234511382655221,quote-639234512102096012
ES,10611,10611,2026-08-27T18:13:30.931749Z,2026-08-27T18:13:30.931749Z,14:13:30,14:13:30,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234512107543231,quote-639234512107543231
ES,10615,10628,2026-08-27T18:13:35.451248Z,2026-08-27T18:13:50.933333Z,14:13:35,14:13:50,4,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7734.125,7733.625,7734.125,2,2,quote-639234512152172719,quote-639234512308017683
ES,10630,10630,2026-08-27T18:13:51.423887Z,2026-08-27T18:13:51.423887Z,14:13:51,14:13:51,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234512313444330,quote-639234512313444330
ES,10634,10634,2026-08-27T18:13:56.180611Z,2026-08-27T18:13:56.180611Z,14:13:56,14:13:56,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.375,7733.375,7733.375,2,2,quote-639234512361104368,quote-639234512361104368
ES,10636,10649,2026-08-27T18:13:56.932523Z,2026-08-27T18:14:12.433384Z,14:13:56,14:14:12,4,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7731.625,7733.125,2,2,quote-639234512366996903,quote-639234512522083378
ES,10653,10653,2026-08-27T18:14:12.700228Z,2026-08-27T18:14:12.700228Z,14:14:12,14:14:12,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,LevelLedger,RailOwned,Supply,7731.5,7731.5,7731.5,2,2,live-ll-47-RailOwned-639234512526880421,live-ll-47-RailOwned-639234512526880421
ES,10657,10661,2026-08-27T18:14:17.683418Z,2026-08-27T18:14:22.928177Z,14:14:17,14:14:22,2,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7732.375,7732.375,7733.125,2,2,quote-639234512575079447,quote-639234512626955283
ES,10663,10706,2026-08-27T18:14:22.931753Z,2026-08-27T18:15:30.185283Z,14:14:22,14:15:30,14,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.25,7733.25,7734.375,2,2,quote-639234512627734120,quote-639234513299555215
ES,10709,10709,2026-08-27T18:15:30.935741Z,2026-08-27T18:15:30.935741Z,14:15:30,14:15:30,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234513307896104,quote-639234513307896104
ES,10712,10719,2026-08-27T18:15:35.196245Z,2026-08-27T18:15:50.930094Z,14:15:35,14:15:50,4,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.875,7733.875,7733.875,2,2,quote-639234513349813438,quote-639234513507172801
ES,10723,10723,2026-08-27T18:15:55.438316Z,2026-08-27T18:15:55.438316Z,14:15:55,14:15:55,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234513553496376,quote-639234513553496376
ES,10725,10729,2026-08-27T18:15:55.937868Z,2026-08-27T18:16:01.192766Z,14:15:55,14:16:01,2,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.375,7733.375,7733.625,2,2,quote-639234513556994426,quote-639234513611351407
ES,10731,10731,2026-08-27T18:16:05.692384Z,2026-08-27T18:16:05.692384Z,14:16:05,14:16:05,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234513654633535,quote-639234513654633535
ES,10734,10738,2026-08-27T18:16:08.187572Z,2026-08-27T18:16:13.426677Z,14:16:08,14:16:13,2,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.25,7733.25,7733.625,2,2,quote-639234513681610323,quote-639234513731939758
ES,10740,10771,2026-08-27T18:16:13.437420Z,2026-08-27T18:17:04.443088Z,14:16:13,14:17:04,11,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7732.125,7733.125,2,2,quote-639234513733273974,quote-639234514242381381
ES,10774,10774,2026-08-27T18:17:06.684204Z,2026-08-27T18:17:06.684204Z,14:17:06,14:17:06,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.25,7733.25,7733.25,2,2,quote-639234514265093362,quote-639234514265093362
ES,10776,10776,2026-08-27T18:17:09.686819Z,2026-08-27T18:17:09.686819Z,14:17:09,14:17:09,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234514295773451,quote-639234514295773451
ES,10778,10778,2026-08-27T18:17:11.691116Z,2026-08-27T18:17:11.691116Z,14:17:11,14:17:11,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.375,7733.375,7733.375,2,2,quote-639234514314660964,quote-639234514314660964
ES,10781,10781,2026-08-27T18:17:16.442045Z,2026-08-27T18:17:16.442045Z,14:17:16,14:17:16,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234514362243967,quote-639234514362243967
ES,10783,10786,2026-08-27T18:17:16.940513Z,2026-08-27T18:17:22.183722Z,14:17:16,14:17:22,2,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.375,7733.375,7733.375,2,2,quote-639234514367218003,quote-639234514419725208
ES,10788,10791,2026-08-27T18:17:22.692601Z,2026-08-27T18:17:27.942813Z,14:17:22,14:17:27,2,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234514424415805,quote-639234514478634763
ES,10793,10793,2026-08-27T18:17:28.454518Z,2026-08-27T18:17:28.454518Z,14:17:28,14:17:28,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.25,7733.25,7733.25,2,2,quote-639234514482851275,quote-639234514482851275
ES,10795,10799,2026-08-27T18:17:33.183165Z,2026-08-27T18:17:38.193738Z,14:17:33,14:17:38,2,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7732.875,7732.875,7733.125,2,2,quote-639234514529483260,quote-639234514579620150
ES,10801,10857,2026-08-27T18:17:40.691216Z,2026-08-27T18:19:13.692597Z,14:17:40,14:19:13,19,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.25,7733.25,7735.875,2,2,quote-639234514605264994,quote-639234515535265880
ES,10861,10861,2026-08-27T18:19:16.693650Z,2026-08-27T18:19:16.693650Z,14:19:16,14:19:16,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,LevelLedger,RailTested,Supply,7736.0,7736.0,7736.0,2,2,live-ll-45-RailTested-639234515566880534,live-ll-45-RailTested-639234515566880534
ES,10864,10872,2026-08-27T18:19:18.694894Z,2026-08-27T18:19:34.192921Z,14:19:18,14:19:34,4,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7736.125,7734.875,7736.125,2,2,quote-639234515585127097,quote-639234515739630020
ES,10875,10875,2026-08-27T18:19:35.942856Z,2026-08-27T18:19:35.942856Z,14:19:35,14:19:35,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-7738-7742,LevelLedger,RailHeld,Supply,7734.5,7734.5,7734.5,2,2,live-ll-45-RailHeld-639234515759381546,live-ll-45-RailHeld-639234515759381546
ES,10877,11016,2026-08-27T18:19:39.448072Z,2026-08-27T18:23:31.718156Z,14:19:39,14:23:31,46,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7734.375,7733.875,7735.625,2,2,quote-639234515792043448,quote-639234518114829276
ES,11018,11018,2026-08-27T18:23:32.460358Z,2026-08-27T18:23:32.460358Z,14:23:32,14:23:32,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234518124036878,quote-639234518124036878
ES,11022,11022,2026-08-27T18:23:36.962425Z,2026-08-27T18:23:36.962425Z,14:23:36,14:23:36,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.375,7733.375,7733.375,2,2,quote-639234518167324422,quote-639234518167324422
ES,11024,11024,2026-08-27T18:23:38.751075Z,2026-08-27T18:23:38.751075Z,14:23:38,14:23:38,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234518184883780,quote-639234518184883780
ES,11026,11026,2026-08-27T18:23:42.195590Z,2026-08-27T18:23:42.195590Z,14:23:42,14:23:42,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.375,7733.375,7733.375,2,2,quote-639234518220407232,quote-639234518220407232
ES,11029,11029,2026-08-27T18:23:43.712023Z,2026-08-27T18:23:43.712023Z,14:23:43,14:23:43,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234518235339656,quote-639234518235339656
ES,11032,11032,2026-08-27T18:23:47.197392Z,2026-08-27T18:23:47.197392Z,14:23:47,14:23:47,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.375,7733.375,7733.375,2,2,quote-639234518269720258,quote-639234518269720258
ES,11035,11035,2026-08-27T18:23:48.955675Z,2026-08-27T18:23:48.955675Z,14:23:48,14:23:48,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7733.125,7733.125,2,2,quote-639234518288167793,quote-639234518288167793
ES,11037,11037,2026-08-27T18:23:52.217000Z,2026-08-27T18:23:52.217000Z,14:23:52,14:23:52,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,Price,PriceTouch,None,7733.375,7733.375,7733.375,2,2,quote-639234518319702613,quote-639234518319702613
ES,11039,11045,2026-08-27T18:23:54.206918Z,2026-08-27T18:24:04.361026Z,14:23:54,14:24:04,3,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7733.125,7732.125,7733.125,2,2,quote-639234518340251897,quote-639234518441489378
ES,11049,11049,2026-08-27T18:24:04.608032Z,2026-08-27T18:24:04.608032Z,14:24:04,14:24:04,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,LevelLedger,RailHeld,Supply,7731.75,7731.75,7731.75,2,2,live-ll-47-RailHeld-639234518446041698,live-ll-47-RailHeld-639234518446041698
ES,11054,11106,2026-08-27T18:24:09.621531Z,2026-08-27T18:25:21.647174Z,14:24:09,14:25:21,15,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7732.375,7731.625,7732.625,2,2,quote-639234518493802356,quote-639234519213740523
ES,11110,11110,2026-08-27T18:25:25.382906Z,2026-08-27T18:25:25.382906Z,14:25:25,14:25:25,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-7728-7738,LevelLedger,RailOwned,Supply,7731.25,7731.25,7731.25,2,2,live-ll-51-RailOwned-639234519253660078,live-ll-51-RailOwned-639234519253660078
ES,11112,11352,2026-08-27T18:25:26.867152Z,2026-08-27T18:31:48.386303Z,14:25:26,14:31:48,67,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,BuildTrial,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,Price,PriceTouch,None,7731.375,7725.875,7731.375,2,2,quote-639234519267197462,quote-639234523082783936
ES,11356,11356,2026-08-27T18:31:48.647386Z,2026-08-27T18:31:48.647386Z,14:31:48,14:31:48,1,es-2026-08-27-short-upper-supply-vwap-7754-7756,BuildTrial,Retired,Retire,target_zone,opposite_ownership_at_target,target-7728-7729-50,LevelLedger,RailOwned,Demand,7729.0,7729.0,7729.0,2,0,live-ll-54-RailOwned-639234523086359865,live-ll-54-RailOwned-639234523086359865
NQ,11145,11145,2026-08-27T14:01:16.042443Z,2026-08-27T14:01:16.042443Z,10:01:16,10:01:16,1,nq-2026-08-27-long-orr-29480-29520,Ready,ProbeOpen,AllowProbe,trap_probe,counter_claim_failed_at_trap_probe,probe-29480-29520,LevelLedger,RailFailed,Supply,29516.0,29516.0,29516.0,0,2,live-ll-30-RailFailed-639234360760233151,live-ll-30-RailFailed-639234360760233151
NQ,11151,11406,2026-08-27T14:01:16.167952Z,2026-08-27T14:06:33.781654Z,10:01:16,10:06:33,49,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29480-29540,Price,PriceTouch,None,29511.875,29505.375,29541.125,2,2,quote-639234360758228613,quote-639234363935527831
NQ,11409,11409,2026-08-27T14:06:34.530320Z,2026-08-27T14:06:34.530320Z,10:06:34,10:06:34,1,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,repair_hold,non_causal_adverse_claim,,LevelLedger,RailOwned,Supply,29531.0,29531.0,29531.0,2,2,live-ll-34-RailOwned-639234363945271850,live-ll-34-RailOwned-639234363945271850
NQ,11414,11431,2026-08-27T14:06:38.787456Z,2026-08-27T14:06:59.282922Z,10:06:38,10:06:59,5,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29480-29540,Price,PriceTouch,None,29535.25,29517.25,29536.5,2,2,quote-639234363985249765,quote-639234364190238264
NQ,11436,11436,2026-08-27T14:07:03.540124Z,2026-08-27T14:07:03.540124Z,10:07:03,10:07:03,1,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,Ready,Flatten,build_trial,risk_anchor_failed,,LevelLedger,RailFailed,Demand,29508.5,29508.5,29508.5,2,0,live-ll-32-RailFailed-639234364235363625,live-ll-32-RailFailed-639234364235363625
NQ,11459,11459,2026-08-27T14:07:08.039280Z,2026-08-27T14:07:08.039280Z,10:07:08,10:07:08,1,nq-2026-08-27-long-orr-29480-29520,Ready,ProbeOpen,AllowProbe,trap_probe,same_side_lean_at_trap_probe,probe-29480-29520,LevelLedger,RailHeld,Demand,29517.25,29517.25,29517.25,0,2,live-ll-33-RailHeld-639234364280320403,live-ll-33-RailHeld-639234364280320403
NQ,11463,11509,2026-08-27T14:07:08.212208Z,2026-08-27T14:07:49.274598Z,10:07:08,10:07:49,9,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29480-29540,Price,PriceTouch,None,29517.75,29517.75,29535.625,2,2,quote-639234364278044995,quote-639234364690558655
NQ,11515,11515,2026-08-27T14:07:54.570126Z,2026-08-27T14:07:54.570126Z,10:07:54,10:07:54,1,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29480-29540,LevelLedger,RailFailed,Supply,29546.75,29546.75,29546.75,2,2,live-ll-35-RailFailed-639234364745510234,live-ll-35-RailFailed-639234364745510234
