case_id,time,action,band_id,side,source,family,range,current_price,score,flow_source,flow_grade,replenish,paid_share,root_cushion_points,onside,runway_points,path_consumed_pct,stack_depth,stack_direct,stack_lean,stack_replenished,stack_score,stack_recent,renewal_kind,same_side_reestablish_recent,opposing_fail_count_3m,opposing_fail_score_3m,opposing_fail_recent,opposing_weak_contact_count_3m,opposing_weak_contact_recent,future_mfe,future_mae,future_target_time,call
es_20260828_1120_short_7780,12:09:08,TEST,61,supply,demand_consumed,direct_consumption,745.50-750,7744.5,37.852,latest_test,replenished,1.224,0.0,46.25,True,4.5,88.8,3,2,1,1,123.28,58:direct_consumption:HOLD:7750-7752.75;60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:TEST:7745.5-7750,opposition_depleted,,0,0,,1,12:06:37 733.75-737.25,24.5,0.75,12:11:56,scale_out_zone
es_20260828_1120_short_7780,12:10:16,HOLD,61,supply,demand_consumed,direct_consumption,745.50-750,7743.0,37.852,latest_test,replenished,1.224,0.0,46.25,True,3.0,92.5,3,2,1,1,123.28,58:direct_consumption:HOLD:7750-7752.75;60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:HOLD:7745.5-7750,held_after_test,,0,0,,0,,23.0,1.75,12:11:56,scale_out_zone
es_20260828_1120_short_7780,12:10:57,TEST,61,supply,demand_consumed,direct_consumption,745.50-750,7744.5,37.852,latest_test,depleted,0.998,0.0,46.25,True,4.5,88.8,2,1,1,0,96.86,60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:TEST:7745.5-7750,none,,0,0,,0,,24.5,0.25,12:11:56,scale_out_zone
es_20260828_1120_short_7780,12:11:34,HOLD,61,supply,demand_consumed,direct_consumption,745.50-750,7742.75,37.852,latest_test,depleted,0.998,0.0,46.25,True,2.75,93.1,2,1,1,0,96.86,60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:HOLD:7745.5-7750,held_after_test,,0,0,,0,,22.75,0.5,12:11:56,scale_out_zone
es_20260828_1120_short_7780,12:12:09,CONSUMED,68,supply,demand_consumed,direct_consumption,742.25-744.50,7740.0,33.587,event_forward,replenished,1.057,0.0,46.25,True,0.0,100.0,3,2,1,1,130.45,60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:HOLD:7745.5-7750;68:direct_consumption:CONSUMED:7742.25-7744.5,opposition_depleted,,0,0,,1,12:11:47 737.75-740.75,20.0,1.75,12:12:09,scale_out_zone
es_20260828_1120_short_7780,12:12:19,TEST,68,supply,demand_consumed,direct_consumption,742.25-744.50,7741.25,33.587,latest_test,replenished,1.104,0.0,46.25,True,1.25,96.9,3,2,1,1,130.45,60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:HOLD:7745.5-7750;68:direct_consumption:TEST:7742.25-7744.5,opposition_depleted,,0,0,,1,12:11:47 737.75-740.75,21.25,0.25,12:12:25,scale_out_zone
es_20260828_1120_short_7780,12:12:28,HOLD,68,supply,demand_consumed,direct_consumption,742.25-744.50,7739.75,33.587,latest_test,replenished,1.104,0.0,46.25,True,-0.25,100.0,3,2,1,1,130.45,60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:HOLD:7745.5-7750;68:direct_consumption:HOLD:7742.25-7744.5,held_after_test_and_opposition_failed,,0,0,,1,12:11:47 737.75-740.75,19.75,1.75,12:12:28,scale_out_zone
es_20260828_1120_short_7780,12:15:05,OWNED,67,supply,supply_lean,same_side_lean,741.25-744.75,7739.0,47.821,event_forward,depleted,0.929,0.09,46.25,True,-1.0,100.0,4,2,2,1,178.27,60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:HOLD:7745.5-7750;68:direct_consumption:HOLD:7742.25-7744.5;67:same_side_lean:OWNED:7741.25-7744.75,opposition_depleted,,0,0,,1,12:14:55 733.75-737.25,19.0,2.5,12:15:05,scale_out_zone
es_20260828_1120_short_7780,12:15:16,TEST,67,supply,supply_lean,same_side_lean,741.25-744.75,7740.25,47.821,latest_test,depleted,0.871,0.094,46.25,True,0.25,99.4,4,2,2,1,178.27,60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:HOLD:7745.5-7750;68:direct_consumption:HOLD:7742.25-7744.5;67:same_side_lean:TEST:7741.25-7744.75,opposition_depleted,,0,0,,1,12:14:55 733.75-737.25,20.25,1.25,12:15:17,scale_out_zone
es_20260828_1120_short_7780,12:15:38,HOLD,67,supply,supply_lean,same_side_lean,741.25-744.75,7738.25,47.821,latest_test,depleted,0.871,0.094,46.25,True,-1.75,100.0,4,2,2,1,178.27,60:same_side_lean:TEST:7740-7748.25;61:direct_consumption:HOLD:7745.5-7750;68:direct_consumption:HOLD:7742.25-7744.5;67:same_side_lean:HOLD:7741.25-7744.75,held_after_test_and_opposition_failed,,0,0,,2,"12:14:55 733.75-737.25,12:15:38 733.75-737.25",18.25,0.75,12:15:38,scale_out_zone
es_20260828_1120_short_7780,12:15:41,HOLD,60,supply,supply_lean,same_side_lean,740-748.25,7737.0,59.009,event_forward,depleted,0.37,0.0,46.25,True,-3.0,100.0,4,2,2,1,178.27,61:direct_consumption:HOLD:7745.5-7750;68:direct_consumption:HOLD:7742.25-7744.5;67:same_side_lean:HOLD:7741.25-7744.75;60:same_side_lean:HOLD:7740-7748.25,opposition_depleted,,0,0,,2,"12:14:55 733.75-737.25,12:15:38 733.75-737.25",17.0,0.5,12:15:41,scale_out_zone
